Customer ID,frequency,recency,T,monetary_value,CLV_BGNBD,Units Sold,Children,Income_Avg,Revenue,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost
60,2.0,34.0,252.0,27.29,9.795612749008495,15,3,40000.0,81.26,9.784355,10.286263545448444,10.061167535126634
62,0.0,0.0,142.0,0.0,,5,1,40000.0,9.46,1.8167433,1.7720685944146164,1.7403938556172385
64,2.0,454.0,678.0,18.68,4.722763031605937,12,4,20000.0,42.08,4.703274,4.484135522812965,4.599424966937882
71,4.0,238.0,326.0,10.22,8.66882305500321,24,5,20000.0,52.39,8.6408615,8.591063753646637,8.697650018997507
75,1.0,21.0,153.0,11.75,4.312959494857283,8,3,40000.0,24.71,4.4429107,4.541972507859224,4.390622283459146
76,6.0,478.0,721.0,15.493333333333334,8.99337929857183,29,1,80000.0,110.66,9.012261,9.11188405545182,9.4259245177441
77,0.0,0.0,657.0,0.0,,5,2,60000.0,11.59,0.027966829,0.16327264649280288,0.1743497147517976
79,1.0,1.0,351.0,6.17,0.9545729666214889,9,2,80000.0,14.68,0.96392846,0.7925958404436594,0.966160709840902
80,0.0,0.0,671.0,0.0,,5,1,80000.0,23.52,-0.04332184,0.17518318989534049,0.19861079733716558
81,0.0,0.0,333.0,0.0,,3,2,20000.0,4.7,0.55339664,0.6274142755229832,0.592321558820923
87,0.0,0.0,196.0,0.0,,4,4,80000.0,18.15,1.0095559,1.203639799504576,0.9599346705536798
91,1.0,214.0,680.0,10.42,1.2086062566534403,8,1,60000.0,15.86,1.2111185,1.2379465554635671,1.249742234644705
93,1.0,78.0,412.0,12.22,1.8764917681226259,12,5,140000.0,37.56,1.8673837,1.6785272732147731,1.8136581679298338
96,0.0,0.0,468.0,0.0,,5,0,60000.0,14.09,0.26815093,0.28766828955158996,0.32189652641680233
99,6.0,518.0,549.0,25.538333333333338,21.124803202721438,38,3,40000.0,165.55,21.120531,21.008096530730015,21.31853011047061
102,0.0,0.0,166.0,0.0,,5,2,40000.0,11.35,1.4253247,1.6176858899438367,1.3865290778603612
104,2.0,9.0,99.0,16.439999999999998,13.06027893216652,15,1,40000.0,42.05,13.05463,12.953341277308619,13.131818596097869
105,2.0,505.0,627.0,7.67,2.4420946443941345,10,3,,28.71,,,
109,0.0,0.0,263.0,0.0,,4,2,60000.0,9.77,0.79286027,0.760575069668512,0.5517852578214493
110,0.0,0.0,52.0,0.0,,5,3,20000.0,13.1,3.454616,3.3857901453698576,3.056712725945962
112,0.0,0.0,101.0,0.0,,5,4,40000.0,7.62,2.6030805,2.3361774094587258,2.1444705280514587
114,0.0,0.0,190.0,0.0,,2,3,,5.96,,,
115,1.0,41.0,591.0,2.7,0.34871973261261513,10,3,100000.0,8.75,0.23721108,0.3123696460207571,0.37232417541039187
117,0.0,0.0,37.0,0.0,,4,3,100000.0,13.46,4.609043,3.05652258583207,3.819618150816368
118,0.0,0.0,49.0,0.0,,3,2,60000.0,6.89,3.5313199,3.1699375073915523,3.0453836142293396
119,0.0,0.0,188.0,0.0,,5,4,20000.0,25.8,1.2449073,1.6461975646466753,1.2177706067861633
121,0.0,0.0,304.0,0.0,,5,5,40000.0,13.95,0.65243983,0.6743100516891275,0.6522136455730054
125,1.0,16.0,287.0,8.46,1.7190299410938001,7,2,80000.0,16.71,1.5146267,1.673944575847989,1.6369759760872702
126,0.0,0.0,410.0,0.0,,4,2,120000.0,19.28,0.4793031,0.3203125700647083,0.4759691485588595
127,0.0,0.0,55.0,0.0,,5,1,20000.0,10.94,3.3390265,3.2821383173359706,2.9894142465128457
128,0.0,0.0,434.0,0.0,,4,1,40000.0,8.84,0.37525347,0.2988564947637558,0.48745352585617585
131,0.0,0.0,163.0,0.0,,3,3,20000.0,8.89,1.3052807,1.7113559369275524,1.4420130193542624
133,2.0,202.0,415.0,15.334999999999999,5.344025075530965,11,1,40000.0,34.83,5.128841,5.682138410848969,5.345278211299012
135,1.0,39.0,359.0,15.39,2.2878688479526716,10,5,120000.0,29.83,2.2913363,2.177828055669376,2.493014049928539
136,0.0,0.0,571.0,0.0,,6,3,,32.97,,,
137,0.0,0.0,34.0,0.0,,3,3,140000.0,13.77,4.5497327,3.0389036428612566,3.8676183405853215
139,0.0,0.0,166.0,0.0,,5,1,40000.0,10.35,1.4378738,1.6151299082435584,1.379615286939667
140,1.0,64.0,159.0,11.59,4.705816882216299,11,2,20000.0,14.83,4.6958356,4.727157561763169,4.855191245189036
141,0.0,0.0,351.0,0.0,,6,4,20000.0,8.67,0.46591833,0.3707713439926587,0.5997462463143437
144,0.0,0.0,121.0,0.0,,2,3,20000.0,1.76,2.1337686,2.12037800522865,1.8816195062887386
148,0.0,0.0,690.0,0.0,,3,2,80000.0,3.08,0.045397967,0.17059975453309323,0.1985276180552047
154,3.0,243.0,376.0,12.033333333333331,6.95561528070931,14,0,60000.0,47.64,7.065934,6.819904072558702,7.039934828487618
155,0.0,0.0,35.0,0.0,,3,1,120000.0,6.23,4.663146,3.0498394241124784,3.8929832964954496
156,0.0,0.0,255.0,0.0,,3,1,140000.0,16.19,0.7943525,0.7520696798777841,0.6198697717454644
158,7.0,573.0,644.0,9.112857142857143,7.823229978479519,39,3,140000.0,79.99,7.8124175,7.5839799438883695,8.038016894567726
159,0.0,0.0,7.0,0.0,,6,4,40000.0,3.54,4.5636797,3.382779084337375,3.7301510123123913
160,0.0,0.0,350.0,0.0,,3,1,100000.0,8.04,0.51971674,0.4296344594541225,0.5672538839405492
161,1.0,63.0,565.0,19.97,1.6190819929705311,9,1,40000.0,22.25,1.5917182,1.6272745328002443,1.6252186123771395
162,3.0,229.0,259.0,13.973333333333334,11.002581606892663,15,3,40000.0,53.19,11.080692,10.67534921112916,11.119895359376514
164,0.0,0.0,111.0,0.0,,3,4,40000.0,16.77,2.561938,2.3139971757733058,2.153854919974357
165,1.0,6.0,54.0,13.31,8.31282895372696,7,2,140000.0,15.55,8.306393,8.989982152901353,8.695496934456358
168,0.0,0.0,627.0,0.0,,3,4,20000.0,9.28,0.13756579,0.17871613288705812,0.18098584960114117
169,2.0,333.0,620.0,9.620000000000001,2.623216720046714,10,0,60000.0,36.7,2.6421208,2.6348825674525718,2.606055974767747
170,2.0,61.0,568.0,13.969999999999999,1.5230809955519287,12,1,20000.0,38.29,1.4728491,1.4838556589308975,1.6779760570655284
175,0.0,0.0,99.0,0.0,,4,0,80000.0,3.59,2.6162155,2.202502197081284,2.192626022028871
177,2.0,77.0,177.0,11.16,7.387121011108741,11,0,20000.0,26.15,7.416057,7.3643676584782884,7.190567253841127
178,3.0,578.0,607.0,14.01,5.996061825839432,17,1,40000.0,49.41,6.1067157,6.106032721417803,6.026189494352401
179,2.0,319.0,527.0,8.305,2.7794819562061566,11,1,140000.0,25.3,2.7567968,2.8890887316302707,2.85075702682647
180,2.0,12.0,568.0,34.56,1.9829922619707583,13,4,60000.0,81.94,7.0956297,4.69905548612884,2.8688150219542816
181,2.0,337.0,513.0,18.595,5.889401099761012,13,1,40000.0,52.61,5.884769,5.987615473566963,6.051410189593772
182,2.0,458.0,619.0,14.91,4.27473034789306,11,1,120000.0,49.870000000000005,4.2439594,4.367802276815495,4.429083094477644
187,1.0,126.0,438.0,12.51,2.062898510797969,10,0,20000.0,34.88,2.0379982,2.252159451329129,1.8530755796974496
188,2.0,390.0,420.0,8.95,3.8951508576218887,17,4,40000.0,41.4,3.9263864,3.9560290587855667,4.13652031265982
190,4.0,194.0,697.0,11.16,1.661866542594555,20,1,120000.0,55.370000000000005,1.6449193,1.8322131276459845,2.2511262265279033
191,1.0,285.0,361.0,19.15,4.6736254538015185,8,4,40000.0,39.16,5.216998,4.532168907452055,5.089942241769573
192,4.0,435.0,577.0,11.6475,6.369841294643793,22,4,60000.0,58.18,6.1889744,6.374825053329892,6.277735722756261
193,0.0,0.0,202.0,0.0,,5,0,40000.0,5.29,1.0392447,1.1540120176311939,1.022446266397841
194,1.0,148.0,193.0,2.66,1.9110278682862485,8,1,40000.0,14.61,1.9087431,1.701523772169499,1.8091960327195817
195,0.0,0.0,372.0,0.0,,2,4,60000.0,6.12,0.51113784,0.35636577961737553,0.5219104584149621
197,1.0,31.0,63.0,2.74,3.0925257881891515,9,1,20000.0,5.720000000000001,3.0859454,3.469781982042403,3.199906277594998
198,0.0,0.0,446.0,0.0,,4,1,20000.0,7.9,0.32967317,0.30683253995723864,0.39169023721765495
208,6.0,618.0,630.0,19.998333333333335,14.989094765793492,30,2,140000.0,122.92,14.985829,14.913201792575563,14.804284116269352
210,0.0,0.0,210.0,0.0,,2,1,80000.0,6.53,1.0727495,1.0735115127837507,0.917706406058632
211,4.0,294.0,362.0,13.47,10.63668338414081,28,3,20000.0,59.14,10.235035,10.697266728473412,10.881122736078417
213,0.0,0.0,707.0,0.0,,3,3,40000.0,25.29,0.024508452,0.08291709625176456,0.18931041785140046
216,2.0,194.0,539.0,12.62,3.118252714240415,10,2,80000.0,31.479999999999997,3.0570545,3.0468292790683367,3.1871720245908017
218,0.0,0.0,115.0,0.0,,4,2,80000.0,26.59,2.2815511,2.821293826083746,2.0217765088468758
221,1.0,82.0,388.0,20.23,3.1163162309143213,10,2,40000.0,36.730000000000004,3.0756845,3.1379807297195526,2.935271209722083
224,0.0,0.0,32.0,0.0,,5,3,20000.0,10.64,4.5175605,3.3857901453698576,3.8532566185546933
225,0.0,0.0,126.0,0.0,,5,5,40000.0,7.98,2.2267768,2.0851494317639223,1.8300757383790005
226,1.0,546.0,643.0,8.16,1.5695587161106133,9,2,100000.0,20.17,1.5282066,1.532930834947694,1.5221537145418704
227,0.0,0.0,151.0,0.0,,6,3,40000.0,29.5,2.031291,1.6588677277109118,1.7376238702105926
228,0.0,0.0,132.0,0.0,,3,3,100000.0,14.2,1.9998037,2.05952598520016,1.7182660386496629
229,1.0,219.0,594.0,9.04,1.3338378080631736,10,1,80000.0,17.049999999999997,1.3115199,1.4030247071800224,1.458915380109536
235,0.0,0.0,453.0,0.0,,6,2,80000.0,23.68,0.44462278,0.30454528254896823,0.40446930906177325
238,2.0,95.0,114.0,8.805,8.274151541962084,13,1,20000.0,29.85,8.289774,8.796738072191014,8.184442421455525
240,3.0,692.0,730.0,11.186666666666667,4.1940614999165495,14,2,40000.0,41.980000000000004,4.189011,4.173336019977197,4.17808288536792
242,1.0,19.0,318.0,3.65,0.9157646766642717,6,1,20000.0,10.67,0.9847658,1.0110385833341486,0.9998645230168517
243,0.0,0.0,327.0,0.0,,4,1,40000.0,11.91,0.57483953,0.6243641059830145,0.6750477037293852
244,2.0,79.0,265.0,12.9,5.726977278858976,12,3,60000.0,41.629999999999995,5.7190723,5.872003246461038,5.898297525067641
248,3.0,118.0,303.0,14.676666666666668,8.262553688864637,17,1,40000.0,48.94,8.3181925,8.294654634865186,8.277197728568611
250,1.0,26.0,26.0,3.24,4.276645059846402,9,1,40000.0,23.18,4.282155,3.832605612963793,4.333672279845091
257,0.0,0.0,265.0,0.0,,4,3,40000.0,22.57,0.6357129,0.8039272978805057,0.5769315805626523
260,1.0,325.0,688.0,18.91,2.3145612239642013,10,5,60000.0,50.269999999999996,1.9723824,2.979666264381643,2.542202967256371
262,2.0,149.0,194.0,9.395,6.587397368208648,15,4,80000.0,56.89,6.612673,6.181749228595008,6.721177091377732
264,0.0,0.0,236.0,0.0,,2,0,20000.0,1.6,0.7180295,1.0191646383374289,0.9020402387244317
265,0.0,0.0,471.0,0.0,,4,4,20000.0,19.22,0.30909485,0.29840636371255536,0.30322267335274766
268,0.0,0.0,397.0,0.0,,3,0,40000.0,4.51,0.4381102,0.29773609542665763,0.49895193990253794
271,0.0,0.0,303.0,0.0,,6,2,20000.0,20.95,0.43814826,0.6743757827292663,0.6591896953384078
272,15.0,317.0,360.0,14.339333333333334,38.19167440890915,71,0,40000.0,221.92,38.189026,35.351620147532984,38.1312285405524
273,1.0,174.0,240.0,11.22,3.9433918173873352,7,1,40000.0,16.3,3.3312712,4.002118299740557,3.8362892549771606
274,3.0,358.0,428.0,10.24,5.78875533397408,17,4,40000.0,50.77,5.8333173,5.704377595711823,6.076813949470415
275,0.0,0.0,323.0,0.0,,2,2,40000.0,7.01,0.60122275,0.6273079148893282,0.6502156913710735
280,3.0,22.0,262.0,9.5,3.563657931949708,14,1,60000.0,42.54,3.5478663,4.028459195079121,4.02827536228158
281,0.0,0.0,94.0,0.0,,3,0,60000.0,22.36,2.650964,2.2966233529863422,2.303803380266656
282,0.0,0.0,563.0,0.0,,4,3,60000.0,6.72,0.17763564,0.144010433114724,0.23837639020811263
283,0.0,0.0,684.0,0.0,,4,3,60000.0,11.3,0.04269758,0.15959486594235606,0.20534297762514608
286,3.0,148.0,329.0,7.306666666666666,4.373317051285676,19,1,120000.0,26.16,4.590922,4.344787689507629,4.332002874468178
287,0.0,0.0,689.0,0.0,,4,0,60000.0,5.04,0.016354868,0.16150483166461407,0.2103924304385414
291,1.0,84.0,298.0,26.19,5.411008265819429,8,1,100000.0,45.71,5.4184656,5.570055071978566,5.5641263741491365
294,0.0,0.0,483.0,0.0,,6,0,40000.0,9.07,0.38052845,0.2586046464583272,0.26758774396326057
296,0.0,0.0,448.0,0.0,,7,5,140000.0,21.53,0.3710089,0.27968167981079084,0.35977280553158764
297,0.0,0.0,206.0,0.0,,7,5,40000.0,14.79,1.024182,1.1046750398267202,0.9880119003494361
298,2.0,205.0,338.0,10.145,4.6597657992540436,15,2,60000.0,22.73,4.707155,4.757446994511946,4.707031459166647
299,0.0,0.0,101.0,0.0,,5,0,140000.0,10.5,2.5930474,2.188165644690584,2.1580846425750977
301,0.0,0.0,248.0,0.0,,3,5,40000.0,15.9,0.9267562,0.9878860652530493,0.6979582303498928
303,0.0,0.0,228.0,0.0,,4,0,40000.0,9.74,0.9439725,1.0397382155966923,0.9228825889404781
304,0.0,0.0,708.0,0.0,,4,1,100000.0,19.05,-0.011467547,0.13644512548557566,0.1631843153024528
305,2.0,116.0,238.0,9.52,5.403719520254986,14,4,80000.0,39.24,5.3609195,5.754622905816256,5.45611730327928
309,0.0,0.0,121.0,0.0,,6,0,120000.0,17.9,2.1854038,2.0506019613432542,1.8540588836507217
310,1.0,9.0,117.0,19.8,7.723126442395293,8,1,60000.0,35.21,7.7061305,7.846908275508714,7.682897471677018
312,0.0,0.0,606.0,0.0,,5,3,40000.0,3.32,0.18445073,0.1597690279637137,0.18182925772853054
317,0.0,0.0,132.0,0.0,,4,0,,22.85,,,
319,1.0,125.0,348.0,15.46,3.2310484374365123,8,0,80000.0,26.85,3.2617795,3.2130063765802683,3.2405911595223245
321,2.0,208.0,314.0,15.8,7.398517397714148,13,2,100000.0,45.85,7.4227057,7.518723111472572,7.521095888754897
322,7.0,232.0,287.0,20.344285714285714,30.4573117896074,34,1,20000.0,157.23,28.569908,28.825110420248535,28.642342548247996
323,0.0,0.0,86.0,0.0,,6,4,40000.0,16.24,2.784377,2.5458398279020202,2.4427414467119832
328,1.0,4.0,672.0,14.76,0.604099061196681,7,3,80000.0,21.35,0.5879607,0.6872738684833318,0.5544415125110085
329,0.0,0.0,582.0,0.0,,4,2,40000.0,35.52,0.16565691,0.11078681931826306,0.31973135707415423
330,0.0,0.0,207.0,0.0,,3,0,20000.0,13.63,0.8471852,1.0532323397103198,1.0450965724389194
335,2.0,496.0,543.0,5.59,2.1902893560114642,11,5,40000.0,27.43,2.2222373,2.2260179540008207,2.276247044123875
336,0.0,0.0,136.0,0.0,,4,3,20000.0,26.91,1.890172,1.7951505770518563,1.744000169685572
337,3.0,146.0,246.0,20.51,15.174540615099584,17,1,20000.0,74.87,15.180373,15.053747770126977,15.155090870067273
338,0.0,0.0,608.0,0.0,,3,3,20000.0,1.63,0.15957679,0.15330074265018845,0.18816517875432393
339,0.0,0.0,58.0,0.0,,4,2,140000.0,22.42,3.3008528,2.9522358183810447,2.918414765794163
340,1.0,13.0,280.0,41.64,6.570696866929297,9,2,,65.28999999999999,,,
341,5.0,574.0,628.0,7.81,5.188687496529308,24,1,20000.0,63.15,5.185926,5.209311935885007,5.206591341013608
344,1.0,238.0,266.0,15.19,4.890501608408839,8,1,140000.0,34.589999999999996,4.8997946,4.9584315472899005,4.980623889133991
345,1.0,13.0,83.0,5.28,3.648679572901302,8,2,40000.0,20.4,3.7103379,3.4845800349029608,3.5306831170690707
346,3.0,379.0,538.0,11.343333333333334,5.1025932259432425,17,0,40000.0,43.31,4.7238936,4.904662324177975,4.9325188097395625
347,0.0,0.0,69.0,0.0,,4,4,20000.0,16.04,2.8685415,2.4843743843962622,2.894469275361201
349,1.0,5.0,331.0,3.27,0.7496644682170794,6,1,120000.0,9.57,0.7556959,0.8279841030325031,0.7571122122453877
352,0.0,0.0,285.0,0.0,,4,1,80000.0,21.22,0.53669894,0.6708064446194851,0.5839599542146843
354,4.0,315.0,737.0,15.620000000000001,4.376642817661301,23,2,,69.82000000000001,,,
355,5.0,274.0,402.0,14.163999999999998,11.873923127045025,26,1,20000.0,84.5,11.912904,11.879633905566257,11.682514153042465
360,1.0,366.0,407.0,11.35,2.896839327961053,10,4,40000.0,13.92,2.8795662,2.9280812225625605,2.861601779039869
361,0.0,0.0,446.0,0.0,,5,0,60000.0,4.86,0.28873187,0.28766828955158996,0.4014797673066415
363,0.0,0.0,708.0,0.0,,6,4,140000.0,30.91,0.076967254,0.07401445770520655,0.22981615893266305
364,3.0,75.0,126.0,15.840000000000002,17.703602723012732,15,4,60000.0,72.78999999999999,15.544772,16.448054651511868,17.2424133122152
365,0.0,0.0,188.0,0.0,,2,2,60000.0,7.62,1.219945,1.4373058069422893,1.2098411087026966
366,1.0,29.0,149.0,22.08,7.602865279869923,7,2,140000.0,32.25,7.6023498,7.724229203335985,7.285217644104622
369,0.0,0.0,415.0,0.0,,3,1,40000.0,11.46,0.45862937,0.3121217601846174,0.5176732015175398
370,1.0,37.0,183.0,30.43,8.706564855725066,8,2,40000.0,39.4,8.684542,8.917444815134584,8.840733355300266
372,1.0,230.0,449.0,16.54,3.0874683970881494,5,1,20000.0,26.49,3.0687068,3.2491658441247333,3.148675106774766
373,1.0,137.0,692.0,15.4,1.2842308343748832,8,2,20000.0,20.62,1.2760082,1.1292162973170665,1.0610556087723255
376,2.0,626.0,650.0,15.795,4.570784019989347,12,2,60000.0,67.65,4.5820584,4.7768411708679,4.7794848351884625
378,7.0,698.0,701.0,11.695714285714287,9.427396497449712,29,1,40000.0,92.78999999999999,9.426525,9.379615933654554,9.361741984412465
381,1.0,145.0,327.0,9.2,2.4209846755501654,8,4,20000.0,24.81,2.4388304,2.461859099069551,2.5252197664550633
382,0.0,0.0,240.0,0.0,,5,4,40000.0,9.53,0.87776625,0.9948515793012468,0.8521796674506312
389,2.0,48.0,369.0,8.2,2.065190803045034,10,0,60000.0,28.259999999999998,2.0789988,2.1543159072490647,2.3678323818995555
391,3.0,200.0,598.0,12.36,3.161753839141327,18,4,40000.0,70.74,2.7625446,2.47128556333556,3.203972718821882
392,3.0,561.0,619.0,15.666666666666666,6.494850712804347,16,0,40000.0,67.65,6.5327215,6.631483671921282,6.824896577473259
394,0.0,0.0,322.0,0.0,,1,2,40000.0,4.14,0.60573125,0.6273079148893282,0.6526633356866558
395,0.0,0.0,271.0,0.0,,4,4,80000.0,7.06,0.81112784,0.7587154377164557,0.5235210588708723
397,0.0,0.0,302.0,0.0,,3,2,40000.0,18.71,0.50969905,0.6663477781849325,0.6268453601671453
398,2.0,188.0,531.0,10.075,2.5817506524767753,12,0,20000.0,29.0,2.5855494,2.610982761644745,2.880264414554458
399,6.0,303.0,491.0,11.878333333333332,9.246361978244252,27,3,60000.0,79.55,9.232394,9.483445382398143,9.207524791878113
400,5.0,570.0,593.0,11.418000000000001,7.796739021779499,22,1,60000.0,67.79,7.7864246,7.815246572749305,7.657334377417644
402,0.0,0.0,184.0,0.0,,3,1,80000.0,15.4,1.2187581,1.4363470466154387,1.2058724277745663
405,1.0,210.0,502.0,16.27,2.577991373971991,8,3,40000.0,24.56,2.6005342,2.61844672898989,2.4528552644331763
406,0.0,0.0,562.0,0.0,,5,1,40000.0,6.19,0.19088165,0.14608585860019027,0.23683456540430115
409,0.0,0.0,152.0,0.0,,4,0,20000.0,6.9,1.5914036,1.7212782295980302,1.7190777576237029
411,0.0,0.0,76.0,0.0,,3,1,20000.0,5.57,2.7927194,2.454809215972412,2.4837450327156607
414,1.0,194.0,293.0,22.17,5.889216949158651,9,3,40000.0,26.860000000000003,5.5050387,5.313068989926021,5.8590736382226005
415,0.0,0.0,236.0,0.0,,4,4,60000.0,7.67,0.9725783,1.0348797588286744,0.8386196352224724
417,2.0,178.0,589.0,11.665,2.4025415026141186,12,1,60000.0,37.92,2.4181643,2.5936550287764994,2.5766941406933714
422,0.0,0.0,486.0,0.0,,3,2,20000.0,2.16,0.38109937,0.2679099708267088,0.2863929433681953
423,1.0,161.0,377.0,15.77,3.2356420524804905,9,5,20000.0,34.91,3.2132063,3.443200317897322,3.312556535957419
426,1.0,433.0,577.0,8.21,1.6617343326983216,10,4,80000.0,15.510000000000002,1.488902,1.6529830481212862,1.7231164760862683
430,10.0,593.0,653.0,11.931000000000001,13.916284136257786,50,3,100000.0,129.69,13.908725,13.600790578021082,14.079225206768047
432,0.0,0.0,573.0,0.0,,5,4,80000.0,6.96,0.19471751,0.18763742853085266,0.2009757581770213
436,1.0,30.0,453.0,5.9,0.7675948741350613,6,1,80000.0,24.29,0.78040993,0.8438152979724672,0.8333750971967016
438,0.0,0.0,174.0,0.0,,5,2,80000.0,9.6,1.4252363,1.449228072663841,1.2807053928101544
439,1.0,160.0,679.0,29.57,2.497457743596363,10,3,40000.0,64.37,2.4794004,2.2032255249204518,2.2468842059095264
440,0.0,0.0,114.0,0.0,,4,5,40000.0,10.38,2.1689932,2.3938515474464888,1.9766971032791432
441,1.0,67.0,334.0,3.04,0.9862481763923057,5,5,60000.0,4.01,0.9874524,1.0136249261291486,0.9718119100862941
443,2.0,46.0,227.0,4.655,2.6205698381310265,8,1,60000.0,15.45,2.5786455,2.409312675110644,2.5307428027682795
446,3.0,342.0,412.0,16.213333333333335,9.060798937317552,17,2,40000.0,66.1,9.11057,8.925730112037362,9.051230367765372
447,0.0,0.0,389.0,0.0,,4,1,20000.0,13.76,0.44835815,0.36349971209938503,0.4744086935884173
448,4.0,527.0,612.0,12.055,6.480567583732711,23,1,40000.0,60.06,6.5201955,6.489114014429679,6.582164034964139
450,0.0,0.0,139.0,0.0,,5,3,80000.0,44.2,3.3372893,2.867798147384401,2.3827701576543174
451,1.0,3.0,134.0,16.83,5.940392526256353,5,1,40000.0,21.159999999999997,5.93441,5.809274695788444,6.1026151113360845
453,0.0,0.0,320.0,0.0,,4,3,40000.0,4.82,0.64310634,0.6235927190245301,0.6542370841431753
454,1.0,623.0,658.0,3.6,0.9661759084480177,10,3,140000.0,14.98,0.9961295,0.98747069422088,0.954090701132599
457,0.0,0.0,97.0,0.0,,4,0,40000.0,9.25,2.6698108,2.312085316926145,2.261488277842828
462,0.0,0.0,222.0,0.0,,3,2,60000.0,8.54,1.0282519,1.0604994364552116,0.8563524184081404
463,4.0,619.0,669.0,10.782499999999999,5.50494526275669,17,3,20000.0,46.78,5.4819746,5.221873516769406,5.280051200539494
464,0.0,0.0,445.0,0.0,,6,3,80000.0,34.23,0.52578366,0.40763508743316,0.5329000583280576
465,2.0,236.0,386.0,7.755,3.376324157419284,14,3,40000.0,44.089999999999996,3.3560338,3.335085081228564,3.278002257137071
466,0.0,0.0,590.0,0.0,,2,4,60000.0,5.26,0.16653228,0.163008185230536,0.21250429564626483
467,3.0,412.0,555.0,18.356666666666666,7.878922138484342,17,1,20000.0,78.13,7.8975782,7.739823732288061,8.016098767289858
468,0.0,0.0,251.0,0.0,,1,2,40000.0,0.76,0.9885041,0.9853831367847795,0.6026974004158152
471,0.0,0.0,490.0,0.0,,3,3,40000.0,13.19,0.3933439,0.2505243314837759,0.22651731275505682
472,8.0,568.0,610.0,12.8575,12.94144138759524,34,0,40000.0,109.39,12.392385,12.030450544628984,12.336369407383067
473,2.0,352.0,449.0,17.105,6.32728977531673,11,3,40000.0,36.97,6.3139553,6.462558890017041,6.004346830604674
474,0.0,0.0,283.0,0.0,,3,1,20000.0,7.77,0.5546668,0.6818151427505398,0.6176011008924505
476,0.0,0.0,202.0,0.0,,4,1,80000.0,2.32,1.0904639,1.1920330977870592,0.9906351636359876
478,2.0,45.0,256.0,8.25,3.5215944721540966,9,5,60000.0,21.09,3.4966135,3.3645988212373923,3.3881758199927474
480,1.0,28.0,55.0,2.69,3.213894578787545,9,3,140000.0,34.11,3.2182436,3.8215044875041437,3.260330146313188
481,0.0,0.0,63.0,0.0,,4,2,40000.0,7.03,2.8276083,3.2622567174824777,2.8897118316924724
