Customer ID,frequency,recency_x,T,monetary_value,CLV_BGNBD,Units Sold,Children,Income_Avg,Revenue,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost,recency_y,Segment,expected_orders_90D,expected_aov,expected_revenue_90D
62,0.0,0.0,142.0,0.0,,5,1,40000.0,9.46,1.8167433,1.7720685944146164,1.7403938556172385,0.0,0,0.222446783447862,24.510042505126265,5.452180117435716
64,2.0,454.0,678.0,18.68,4.722763031605937,12,4,20000.0,42.08,4.703274,4.484135522812965,4.599424966937882,454.0,1,0.2526103400441192,19.070302399221447,4.817355573811512
71,4.0,238.0,326.0,10.22,8.66882305500321,24,5,20000.0,52.39,8.6408615,8.591063753646637,8.697650018997507,238.0,1,0.8252333906242069,10.714901992986798,8.842294901878567
75,1.0,21.0,153.0,11.75,4.312959494857283,8,3,40000.0,24.71,4.4429107,4.541972507859224,4.390622283459146,21.0,1,0.3294846292224224,13.3512858709611,4.399043474836184
76,6.0,478.0,721.0,15.493333333333334,8.99337929857183,29,1,80000.0,110.66,9.012261,9.11188405545182,9.4259245177441,478.0,1,0.584157322909828,15.703946364145153,9.17357526719856
77,0.0,0.0,657.0,0.0,,5,2,60000.0,11.59,0.027966829,0.16327264649280288,0.1743497147517976,0.0,0,0.08115610908802051,24.510042505126265,1.9891396832980466
79,1.0,1.0,351.0,6.17,0.9545729666214889,9,2,80000.0,14.68,0.96392846,0.7925958404436594,0.966160709840902,1.0,0,0.11493342054630423,8.471532375341727,0.9736621931667824
80,0.0,0.0,671.0,0.0,,5,1,80000.0,23.52,-0.04332184,0.17518318989534049,0.19861079733716558,0.0,0,0.07978011387582098,24.510042505126265,1.9554139821601861
81,0.0,0.0,333.0,0.0,,3,2,20000.0,4.7,0.55339664,0.6274142755229832,0.592321558820923,0.0,0,0.13511050676778594,24.510042505126265,3.311564263767583
87,0.0,0.0,196.0,0.0,,4,4,80000.0,18.15,1.0095559,1.203639799504576,0.9599346705536798,0.0,0,0.18804534863467845,24.510042505126265,4.608999487927256
91,1.0,214.0,680.0,10.42,1.2086062566534403,8,1,60000.0,15.86,1.2111185,1.2379465554635671,1.249742234644705,214.0,0,0.10114762190733297,12.188190503725657,1.232806484805389
93,1.0,78.0,412.0,12.22,1.8764917681226259,12,5,140000.0,37.56,1.8673837,1.6785272732147731,1.8136581679298338,78.0,0,0.13907772483965572,13.762304534570614,1.914030003218558
96,0.0,0.0,468.0,0.0,,5,0,60000.0,14.09,0.26815093,0.28766828955158996,0.32189652641680233,0.0,0,0.10579463333347357,24.510042505126265,2.593030959817685
99,6.0,518.0,549.0,25.538333333333338,21.124803202721438,38,3,40000.0,165.55,21.120531,21.008096530730015,21.31853011047061,518.0,2,0.8445425638514815,25.514314432007097,21.54792452532013
102,0.0,0.0,166.0,0.0,,5,2,40000.0,11.35,1.4253247,1.6176858899438367,1.3865290778603612,0.0,0,0.20571505014536728,24.510042505126265,5.042084623007133
104,2.0,9.0,99.0,16.439999999999998,13.06027893216652,15,1,40000.0,42.05,13.05463,12.953341277308619,13.131818596097869,9.0,1,0.7844940213356685,16.980263119659984,13.320914898079804
105,2.0,505.0,627.0,7.67,2.4420946443941345,10,3,,28.71,,,,505.0,0,0.2831525035632491,8.797386118876945,2.4910019043725824
109,0.0,0.0,263.0,0.0,,4,2,60000.0,9.77,0.79286027,0.760575069668512,0.5517852578214493,0.0,0,0.15779861483005292,24.510042505126265,3.867650756734645
110,0.0,0.0,52.0,0.0,,5,3,20000.0,13.1,3.454616,3.3857901453698576,3.056712725945962,0.0,0,0.320349153899291,24.510042505126265,7.851771378552857
112,0.0,0.0,101.0,0.0,,5,4,40000.0,7.62,2.6030805,2.3361774094587258,2.1444705280514587,0.0,0,0.2583820034828738,24.510042505126265,6.33295388792492
114,0.0,0.0,190.0,0.0,,2,3,,5.96,,,,0.0,0,0.19133143524225046,24.510042505126265,4.689541610354373
115,1.0,41.0,591.0,2.7,0.34871973261261513,10,3,100000.0,8.75,0.23721108,0.3123696460207571,0.37232417541039187,41.0,0,0.06542232570105222,5.436990326990616,0.3557005520058505
117,0.0,0.0,37.0,0.0,,4,3,100000.0,13.46,4.609043,3.05652258583207,3.819618150816368,0.0,0,,24.510042505126265,
118,0.0,0.0,49.0,0.0,,3,2,60000.0,6.89,3.5313199,3.1699375073915523,3.0453836142293396,0.0,0,0.3251304581059684,24.510042505126265,7.9689613478884604
119,0.0,0.0,188.0,0.0,,5,4,20000.0,25.8,1.2449073,1.6461975646466753,1.2177706067861633,0.0,0,0.19245255083442203,24.510042505126265,4.717020201171657
121,0.0,0.0,304.0,0.0,,5,5,40000.0,13.95,0.65243983,0.6743100516891275,0.6522136455730054,0.0,0,0.14366655650917648,24.510042505126265,3.5212734066050397
125,1.0,16.0,287.0,8.46,1.7190299410938001,7,2,80000.0,16.71,1.5146267,1.673944575847989,1.6369759760872702,16.0,0,0.16740167068209819,10.474155225694481,1.7533910837648854
126,0.0,0.0,410.0,0.0,,4,2,120000.0,19.28,0.4793031,0.3203125700647083,0.4759691485588595,0.0,0,0.11666834925696346,24.510042505126265,2.8595461992910907
127,0.0,0.0,55.0,0.0,,5,1,20000.0,10.94,3.3390265,3.2821383173359706,2.9894142465128457,0.0,0,0.3157073946374207,24.510042505126265,7.738001661745853
128,0.0,0.0,434.0,0.0,,4,1,40000.0,8.84,0.37525347,0.2988564947637558,0.48745352585617585,0.0,0,0.1119085183661897,24.510042505126265,2.7428825418410128
131,0.0,0.0,163.0,0.0,,3,3,20000.0,8.89,1.3052807,1.7113559369275524,1.4420130193542624,0.0,0,0.20766706344452657,24.510042505126265,5.0899285519400985
133,2.0,202.0,415.0,15.334999999999999,5.344025075530965,11,1,40000.0,34.83,5.128841,5.682138410848969,5.345278211299012,202.0,1,0.341770254712759,15.949239278626319,5.450975570730858
135,1.0,39.0,359.0,15.39,2.2878688479526716,10,5,120000.0,29.83,2.2913363,2.177828055669376,2.493014049928539,39.0,0,0.14113664906457513,16.53449424444757,2.3336231116388335
136,0.0,0.0,571.0,0.0,,6,3,,32.97,,,,0.0,0,0.09077436772618222,24.510042505126265,2.224883611344688
137,0.0,0.0,34.0,0.0,,3,3,140000.0,13.77,4.5497327,3.0389036428612566,3.8676183405853215,0.0,0,,24.510042505126265,
139,0.0,0.0,166.0,0.0,,5,1,40000.0,10.35,1.4378738,1.6151299082435584,1.379615286939667,0.0,0,0.20571505014536728,24.510042505126265,5.042084623007133
140,1.0,64.0,159.0,11.59,4.705816882216299,11,2,20000.0,14.83,4.6958356,4.727157561763169,4.855191245189036,64.0,1,0.3633046667313596,13.21136462377488,4.799750421707007
141,0.0,0.0,351.0,0.0,,6,4,20000.0,8.67,0.46591833,0.3707713439926587,0.5997462463143437,0.0,0,0.13029496383541259,24.510042505126265,3.193535101809852
144,0.0,0.0,121.0,0.0,,2,3,20000.0,1.76,2.1337686,2.12037800522865,1.8816195062887386,0.0,0,0.23950204412865142,24.510042505126265,5.8702052816578725
148,0.0,0.0,690.0,0.0,,3,2,80000.0,3.08,0.045397967,0.17059975453309323,0.1985276180552047,0.0,0,0.07798569174445245,24.510042505126265,1.911432619448204
154,3.0,243.0,376.0,12.033333333333331,6.95561528070931,14,0,60000.0,47.64,7.065934,6.819904072558702,7.039934828487618,243.0,1,0.562951811713795,12.602893488605064,7.094821722246212
155,0.0,0.0,35.0,0.0,,3,1,120000.0,6.23,4.663146,3.0498394241124784,3.8929832964954496,0.0,0,,24.510042505126265,
156,0.0,0.0,255.0,0.0,,3,1,140000.0,16.19,0.7943525,0.7520696798777841,0.6198697717454644,0.0,0,0.16088739073955746,24.510042505126265,3.943356785565411
158,7.0,573.0,644.0,9.112857142857143,7.823229978479519,39,3,140000.0,79.99,7.8124175,7.5839799438883695,8.038016894567726,573.0,1,0.8469356678880918,9.422159572393932,7.979963010393632
159,0.0,0.0,7.0,0.0,,6,4,40000.0,3.54,4.5636797,3.382779084337375,3.7301510123123913,0.0,0,,24.510042505126265,
160,0.0,0.0,350.0,0.0,,3,1,100000.0,8.04,0.51971674,0.4296344594541225,0.5672538839405492,0.0,0,0.1305534559656856,24.510042505126265,3.199870754910084
161,1.0,63.0,565.0,19.97,1.6190819929705311,9,1,40000.0,22.25,1.5917182,1.6272745328002443,1.6252186123771395,63.0,0,0.08040466144144578,20.53973994515307,1.6514908363853729
162,3.0,229.0,259.0,13.973333333333334,11.002581606892663,15,3,40000.0,53.19,11.080692,10.67534921112916,11.119895359376514,229.0,1,0.7764199730787456,14.454332740252832,11.222632637058334
164,0.0,0.0,111.0,0.0,,3,4,40000.0,16.77,2.561938,2.3139971757733058,2.153854919974357,0.0,0,0.24858233089919546,24.510042505126265,6.092763496362643
165,1.0,6.0,54.0,13.31,8.31282895372696,7,2,140000.0,15.55,8.306393,8.989982152901353,8.695496934456358,6.0,1,0.576153892400982,14.715518031026729,8.478402992272885
168,0.0,0.0,627.0,0.0,,3,4,20000.0,9.28,0.13756579,0.17871613288705812,0.18098584960114117,0.0,0,0.08427075735918024,24.510042505126265,2.06547984481269
169,2.0,333.0,620.0,9.620000000000001,2.623216720046714,10,0,60000.0,36.7,2.6421208,2.6348825674525718,2.606055974767747,333.0,0,0.25202888933055334,10.616839955995182,2.6757503823097064
170,2.0,61.0,568.0,13.969999999999999,1.5230809955519287,12,1,20000.0,38.29,1.4728491,1.4838556589308975,1.6779760570655284,61.0,0,0.10586118869473837,14.675621592643553,1.5535787466314162
175,0.0,0.0,99.0,0.0,,4,0,80000.0,3.59,2.6162155,2.202502197081284,2.192626022028871,0.0,0,0.2604358815291101,24.510042505126265,6.383294526138517
177,2.0,77.0,177.0,11.16,7.387121011108741,11,0,20000.0,26.15,7.416057,7.3643676584782884,7.190567253841127,77.0,1,0.6250930707164867,12.053741960693687,7.534710575834182
178,3.0,578.0,607.0,14.01,5.996061825839432,17,1,40000.0,49.41,6.1067157,6.106032721417803,6.026189494352401,578.0,1,0.4221145590677249,14.489325578342394,6.116155277690707
179,2.0,319.0,527.0,8.305,2.7794819562061566,11,1,140000.0,25.3,2.7567968,2.8890887316302707,2.85075702682647,319.0,0,0.3019348884431588,9.389874932502627,2.835130840240394
180,2.0,12.0,568.0,34.56,1.9829922619707583,13,4,60000.0,81.94,7.0956297,4.69905548612884,2.8688150219542816,12.0,0,0.05968920018451847,33.88718800611252,2.022699148587263
181,2.0,337.0,513.0,18.595,5.889401099761012,13,1,40000.0,52.61,5.884769,5.987615473566963,6.051410189593772,337.0,1,0.31632413741744,18.990992872988087,6.007309439248707
182,2.0,458.0,619.0,14.91,4.27473034789306,11,1,120000.0,49.870000000000005,4.2439594,4.367802276815495,4.429083094477644,458.0,1,0.2803590413872874,15.552691647459524,4.360337721273823
187,1.0,126.0,438.0,12.51,2.062898510797969,10,0,20000.0,34.88,2.0379982,2.252159451329129,1.8530755796974496,126.0,0,0.15012729274032882,14.015911795095636,2.1041708930849503
188,2.0,390.0,420.0,8.95,3.8951508576218887,17,4,40000.0,41.4,3.9263864,3.9560290587855667,4.13652031265982,390.0,0,0.3976409262914865,9.991694278626351,3.9731065681743285
190,4.0,194.0,697.0,11.16,1.661866542594555,20,1,120000.0,55.370000000000005,1.6449193,1.8322131276459845,2.2511262265279033,194.0,0,0.14585353413917196,11.622347305116506,1.6951604294441236
191,1.0,285.0,361.0,19.15,4.6736254538015185,8,4,40000.0,39.16,5.216998,4.532168907452055,5.089942241769573,285.0,1,0.24048723435969557,19.8226435533237,4.767092725836865
192,4.0,435.0,577.0,11.6475,6.369841294643793,22,4,60000.0,58.18,6.1889744,6.374825053329892,6.277735722756261,435.0,1,0.5372895313352676,12.092963889864626,6.497422900839679
193,0.0,0.0,202.0,0.0,,5,0,40000.0,5.29,1.0392447,1.1540120176311939,1.022446266397841,0.0,0,0.18487056047121253,24.510042505126265,4.531185295095934
194,1.0,148.0,193.0,2.66,1.9110278682862485,8,1,40000.0,14.61,1.9087431,1.701523772169499,1.8091960327195817,148.0,0,0.3608270796922632,5.40201001519406,1.949191498250831
195,0.0,0.0,372.0,0.0,,2,4,60000.0,6.12,0.51113784,0.35636577961737553,0.5219104584149621,0.0,0,0.12509398681041423,24.510042505126265,3.0660589338589572
197,1.0,31.0,63.0,2.74,3.0925257881891515,9,1,20000.0,5.720000000000001,3.0859454,3.469781982042403,3.199906277594998,31.0,0,0.5764172094328445,5.47197063878717,3.1541380457081596
198,0.0,0.0,446.0,0.0,,4,1,20000.0,7.9,0.32967317,0.30683253995723864,0.39169023721765495,0.0,0,0.10967150506130946,24.510042505126265,2.6880532506538652
208,6.0,618.0,630.0,19.998333333333335,14.989094765793492,30,2,140000.0,122.92,14.985829,14.913201792575563,14.804284116269352,618.0,2,0.7605247136620076,20.10371820543117,15.28937453172723
210,0.0,0.0,210.0,0.0,,2,1,80000.0,6.53,1.0727495,1.0735115127837507,0.917706406058632,0.0,0,0.18080105912566521,24.510042505126265,4.431441644141901
211,4.0,294.0,362.0,13.47,10.63668338414081,28,3,20000.0,59.14,10.235035,10.697266728473412,10.881122736078417,294.0,1,0.7832299508149504,13.852345891307598,10.84957219112053
213,0.0,0.0,707.0,0.0,,3,3,40000.0,25.29,0.024508452,0.08291709625176456,0.18931041785140046,0.0,0,0.0764472702799748,24.510042505126265,1.8737258439630584
216,2.0,194.0,539.0,12.62,3.118252714240415,10,2,80000.0,31.479999999999997,3.0570545,3.0468292790683367,3.1871720245908017,194.0,0,0.23708158823188097,13.415999705407852,3.180686517876541
218,0.0,0.0,115.0,0.0,,4,2,80000.0,26.59,2.2815511,2.821293826083746,2.0217765088468758,0.0,0,0.24486844392596913,24.510042505126265,6.001735968789631
221,1.0,82.0,388.0,20.23,3.1163162309143213,10,2,40000.0,36.730000000000004,3.0756845,3.1379807297195526,2.935271209722083,82.0,0,0.1530616619796698,20.767111971830676,3.1786486729263013
224,0.0,0.0,32.0,0.0,,5,3,20000.0,10.64,4.5175605,3.3857901453698576,3.8532566185546933,0.0,0,,24.510042505126265,
225,0.0,0.0,126.0,0.0,,5,5,40000.0,7.98,2.2267768,2.0851494317639223,1.8300757383790005,0.0,0,0.23520727192888102,24.510042505126265,5.764940232491665
226,1.0,546.0,643.0,8.16,1.5695587161106133,9,2,100000.0,20.17,1.5282066,1.532930834947694,1.5221537145418704,546.0,0,0.15677774504306138,10.21180288722032,1.6009834294826255
227,0.0,0.0,151.0,0.0,,6,3,40000.0,29.5,2.031291,1.6588677277109118,1.7376238702105926,0.0,0,0.21586167816604934,24.510042505126265,5.2907789070777556
228,0.0,0.0,132.0,0.0,,3,3,100000.0,14.2,1.9998037,2.05952598520016,1.7182660386496629,0.0,0,0.23025342227662585,24.510042505126265,5.643521166950887
229,1.0,219.0,594.0,9.04,1.3338378080631736,10,1,80000.0,17.049999999999997,1.3115199,1.4030247071800224,1.458915380109536,219.0,0,0.12389523442829181,10.981369746744523,1.3605393791166642
235,0.0,0.0,453.0,0.0,,6,2,80000.0,23.68,0.44462278,0.30454528254896823,0.40446930906177325,0.0,0,0.10840745363341317,24.510042505126265,2.6570712964274614
238,2.0,95.0,114.0,8.805,8.274151541962084,13,1,20000.0,29.85,8.289774,8.796738072191014,8.184442421455525,95.0,1,0.8562270468843473,9.85640155740474,8.43931759840294
240,3.0,692.0,730.0,11.186666666666667,4.1940614999165495,14,2,40000.0,41.980000000000004,4.189011,4.173336019977197,4.17808288536792,692.0,1,0.3627069716458824,11.794877045446075,4.278084134089279
242,1.0,19.0,318.0,3.65,0.9157646766642717,6,1,20000.0,10.67,0.9847658,1.0110385833341486,0.9998645230168517,19.0,0,0.14902803295194322,6.267772732158788,0.934073841263451
243,0.0,0.0,327.0,0.0,,4,1,40000.0,11.91,0.57483953,0.6243641059830145,0.6750477037293852,0.0,0,0.13679591799310528,24.510042505126265,3.3528737645387774
244,2.0,79.0,265.0,12.9,5.726977278858976,12,3,60000.0,41.629999999999995,5.7190723,5.872003246461038,5.898297525067641,79.0,1,0.42709544200154415,13.677254615353036,5.841493105311865
248,3.0,118.0,303.0,14.676666666666668,8.262553688864637,17,1,40000.0,48.94,8.3181925,8.294654634865186,8.277197728568611,118.0,1,0.5571928104410573,15.125558998152624,8.427852727672683
250,1.0,26.0,26.0,3.24,4.276645059846402,9,1,40000.0,23.18,4.282155,3.832605612963793,4.333672279845091,26.0,1,0.7381253385119682,5.9092245362441025,4.361748361158406
257,0.0,0.0,265.0,0.0,,4,3,40000.0,22.57,0.6357129,0.8039272978805057,0.5769315805626523,0.0,0,0.1570449049094815,24.510042505126265,3.849177294544904
260,1.0,325.0,688.0,18.91,2.3145612239642013,10,5,60000.0,50.269999999999996,1.9723824,2.979666264381643,2.542202967256371,325.0,0,0.12037606946890186,19.612761682544374,2.360907162774978
262,2.0,149.0,194.0,9.395,6.587397368208648,15,4,80000.0,56.89,6.612673,6.181749228595008,6.721177091377732,149.0,1,0.6456324148835165,10.406902974789231,6.719033899071623
264,0.0,0.0,236.0,0.0,,2,0,20000.0,1.6,0.7180295,1.0191646383374289,0.9020402387244317,0.0,0,0.16873279900719396,24.510042505126265,4.135648075675251
265,0.0,0.0,471.0,0.0,,4,4,20000.0,19.22,0.30909485,0.29840636371255536,0.30322267335274766,0.0,0,0.10528712720345981,24.510042505126265,2.580591962999436
268,0.0,0.0,397.0,0.0,,3,0,40000.0,4.51,0.4381102,0.29773609542665763,0.49895193990253794,0.0,0,0.1194198816420847,24.510042505126265,2.9269863750046436
271,0.0,0.0,303.0,0.0,,6,2,20000.0,20.95,0.43814826,0.6743757827292663,0.6591896953384078,0.0,0,0.14398100063415373,24.510042505126265,3.5289804454737195
272,15.0,317.0,360.0,14.339333333333334,38.19167440890915,71,0,40000.0,221.92,38.189026,35.351620147532984,38.1312285405524,317.0,2,2.6986057210408116,14.435711359735226,38.95629326267532
273,1.0,174.0,240.0,11.22,3.9433918173873352,7,1,40000.0,16.3,3.3312712,4.002118299740557,3.8362892549771606,174.0,0,0.31209232763265227,12.88779673965675,4.022182482535982
274,3.0,358.0,428.0,10.24,5.78875533397408,17,4,40000.0,50.77,5.8333173,5.704377595711823,6.076813949470415,358.0,1,0.5421360326490043,10.891425589315551,5.904634258883377
275,0.0,0.0,323.0,0.0,,2,2,40000.0,7.01,0.60122275,0.6273079148893282,0.6502156913710735,0.0,0,0.1379431243074115,24.510042505126265,3.3809918400645724
280,3.0,22.0,262.0,9.5,3.563657931949708,14,1,60000.0,42.54,3.5478663,4.028459195079121,4.02827536228158,22.0,0,0.35688353001879963,10.185206493326195,3.634932447308652
281,0.0,0.0,94.0,0.0,,3,0,60000.0,22.36,2.650964,2.2966233529863422,2.303803380266656,0.0,0,0.26571711375333995,24.510042505126265,6.512737752433833
282,0.0,0.0,563.0,0.0,,4,3,60000.0,6.72,0.17763564,0.144010433114724,0.23837639020811263,0.0,0,0.09178638645621283,24.510042505126265,2.249688233433722
283,0.0,0.0,684.0,0.0,,4,3,60000.0,11.3,0.04269758,0.15959486594235606,0.20534297762514608,0.0,0,0.07854356274761505,24.510042505126265,1.9251060614480968
286,3.0,148.0,329.0,7.306666666666666,4.373317051285676,19,1,120000.0,26.16,4.590922,4.344787689507629,4.332002874468178,148.0,1,0.5512633097030718,8.091998542150542,4.46082189845834
287,0.0,0.0,689.0,0.0,,4,0,60000.0,5.04,0.016354868,0.16150483166461407,0.2103924304385414,0.0,0,0.0780781189059655,24.510042505126265,1.913698013105517
291,1.0,84.0,298.0,26.19,5.411008265819429,8,1,100000.0,45.71,5.4184656,5.570055071978566,5.5641263741491365,84.0,1,0.212446149528384,25.97917842951732,5.519176425261804
294,0.0,0.0,483.0,0.0,,6,0,40000.0,9.07,0.38052845,0.2586046464583272,0.26758774396326057,0.0,0,0.10330492829005611,24.510042505126265,2.532008183378296
296,0.0,0.0,448.0,0.0,,7,5,140000.0,21.53,0.3710089,0.27968167981079084,0.35977280553158764,0.0,0,0.10930734594814304,24.510042505126265,2.679127695311527
297,0.0,0.0,206.0,0.0,,7,5,40000.0,14.79,1.024182,1.1046750398267202,0.9880119003494361,0.0,0,0.18281309925338507,24.510042505126265,4.480756833194334
298,2.0,205.0,338.0,10.145,4.6597657992540436,15,2,60000.0,22.73,4.707155,4.757446994511946,4.707031459166647,205.0,1,0.4279389527637223,11.106692912142398,4.752986533490475
299,0.0,0.0,101.0,0.0,,5,0,140000.0,10.5,2.5930474,2.188165644690584,2.1580846425750977,0.0,0,0.2583820034828738,24.510042505126265,6.33295388792492
301,0.0,0.0,248.0,0.0,,3,5,40000.0,15.9,0.9267562,0.9878860652530493,0.6979582303498928,0.0,0,0.16369123642074296,24.510042505126265,4.012079162389083
303,0.0,0.0,228.0,0.0,,4,0,40000.0,9.74,0.9439725,1.0397382155966923,0.9228825889404781,0.0,0,0.1722704553941605,24.510042505126265,4.222356184088332
304,0.0,0.0,708.0,0.0,,4,1,100000.0,19.05,-0.011467547,0.13644512548557566,0.1631843153024528,0.0,0,0.07635866408697961,24.510042505126265,1.8715541024065288
305,2.0,116.0,238.0,9.52,5.403719520254986,14,4,80000.0,39.24,5.3609195,5.754622905816256,5.45611730327928,116.0,1,0.5237544356296371,10.523534631014758,5.5117479414960755
309,0.0,0.0,121.0,0.0,,6,0,120000.0,17.9,2.1854038,2.0506019613432542,1.8540588836507217,0.0,0,0.23950204412865142,24.510042505126265,5.8702052816578725
310,1.0,9.0,117.0,19.8,7.723126442395293,8,1,60000.0,35.21,7.7061305,7.846908275508714,7.682897471677018,9.0,1,0.3863054017306337,20.391073620017714,7.87718188649987
312,0.0,0.0,606.0,0.0,,5,3,40000.0,3.32,0.18445073,0.1597690279637137,0.18182925772853054,0.0,0,0.0865972999631084,24.510042505126265,2.122503502924956
317,0.0,0.0,132.0,0.0,,4,0,,22.85,,,,0.0,0,0.23025342227662585,24.510042505126265,5.643521166950887
319,1.0,125.0,348.0,15.46,3.2310484374365123,8,0,80000.0,26.85,3.2617795,3.2130063765802683,3.2405911595223245,125.0,0,0.19858509706926966,16.59570979009154,3.2956606395987573
321,2.0,208.0,314.0,15.8,7.398517397714148,13,2,100000.0,45.85,7.4227057,7.518723111472572,7.521095888754897,208.0,1,0.460627282657921,16.383109039785282,7.546506998484716
322,7.0,232.0,287.0,20.344285714285714,30.4573117896074,34,1,20000.0,157.23,28.569908,28.825110420248535,28.642342548247996,232.0,2,1.520796142047381,20.427968456679903,31.066775618784387
323,0.0,0.0,86.0,0.0,,6,4,40000.0,16.24,2.784377,2.5458398279020202,2.4427414467119832,0.0,0,0.2746301690233849,24.510042505126265,6.731197115953174
328,1.0,4.0,672.0,14.76,0.604099061196681,7,3,80000.0,21.35,0.5879607,0.6872738684833318,0.5544415125110085,4.0,0,0.038551803835717595,15.983554333651835,0.6161948512684794
329,0.0,0.0,582.0,0.0,,4,2,40000.0,35.52,0.16565691,0.11078681931826306,0.31973135707415423,0.0,0,0.08941876632338076,24.510042505126265,2.1916577633420156
330,0.0,0.0,207.0,0.0,,3,0,20000.0,13.63,0.8471852,1.0532323397103198,1.0450965724389194,0.0,0,0.18230589039126666,24.510042505126265,4.468325122424836
