customer_id,transaction_date,amount_spent,signup_date,industry,channel,age,gender,lifecycle_stage
34,2020-12-16,277.7,2020-04-12,E-commerce,Web,41,Male,Legacy
34,2020-09-27,206.1,2020-04-12,E-commerce,Web,41,Male,Legacy
35,2021-02-24,590.29,2020-11-22,Retail,Web,52,Female,Legacy
35,2021-05-13,115.87,2020-11-22,Retail,Web,52,Female,Legacy
35,2021-01-17,91.1,2020-11-22,Retail,Web,52,Female,Legacy
35,2021-03-03,93.02,2020-11-22,Retail,Web,52,Female,Legacy
35,2021-05-09,83.88,2020-11-22,Retail,Web,52,Female,Legacy
35,2021-01-30,113.7,2020-11-22,Retail,Web,52,Female,Legacy
36,2021-08-28,296.05,2020-11-01,Retail,Web,36,Female,Legacy
36,2021-09-12,43.85,2020-11-01,Retail,Web,36,Female,Legacy
36,2021-05-04,150.54,2020-11-01,Retail,Web,36,Female,Legacy
36,2020-12-24,27.15,2020-11-01,Retail,Web,36,Female,Legacy
36,2020-12-07,77.86,2020-11-01,Retail,Web,36,Female,Legacy
36,2021-05-30,344.43,2020-11-01,Retail,Web,36,Female,Legacy
36,2021-08-20,27.24,2020-11-01,Retail,Web,36,Female,Legacy
36,2021-07-28,163.24,2020-11-01,Retail,Web,36,Female,Legacy
37,2020-10-25,41.17,2020-01-19,Travel,Web,23,Male,Legacy
37,2021-01-07,195.9,2020-01-19,Travel,Web,23,Male,Legacy
37,2020-12-04,43.53,2020-01-19,Travel,Web,23,Male,Legacy
37,2020-05-30,75.45,2020-01-19,Travel,Web,23,Male,Legacy
37,2020-10-08,612.62,2020-01-19,Travel,Web,23,Male,Legacy
37,2020-11-08,42.12,2020-01-19,Travel,Web,23,Male,Legacy
38,2021-06-13,255.23,2020-09-13,SaaS,Web,57,Female,Legacy
38,2021-03-07,117.87,2020-09-13,SaaS,Web,57,Female,Legacy
38,2021-01-06,4.91,2020-09-13,SaaS,Web,57,Female,Legacy
39,2021-01-17,54.6,2020-02-16,SaaS,Store,62,Female,Legacy
39,2020-02-24,132.52,2020-02-16,SaaS,Store,62,Female,Legacy
39,2020-05-26,369.44,2020-02-16,SaaS,Store,62,Female,Legacy
39,2020-12-06,58.0,2020-02-16,SaaS,Store,62,Female,Legacy
40,2020-10-04,214.97,2020-05-24,Retail,Mobile,61,Female,Legacy
40,2021-04-14,233.37,2020-05-24,Retail,Mobile,61,Female,Legacy
41,2020-12-15,50.38,2020-03-01,Travel,Web,59,Female,Legacy
41,2020-05-15,110.21,2020-03-01,Travel,Web,59,Female,Legacy
41,2020-05-09,286.94,2020-03-01,Travel,Web,59,Female,Legacy
41,2020-10-20,184.41,2020-03-01,Travel,Web,59,Female,Legacy
42,2021-06-08,84.97,2020-09-27,Travel,Mobile,52,Male,Legacy
42,2021-03-21,81.35,2020-09-27,Travel,Mobile,52,Male,Legacy
42,2020-11-19,6.8,2020-09-27,Travel,Mobile,52,Male,Legacy
42,2021-02-19,133.4,2020-09-27,Travel,Mobile,52,Male,Legacy
43,2021-02-28,108.21,2020-05-03,E-commerce,Store,21,Male,Legacy
43,2020-09-11,5.24,2020-05-03,E-commerce,Store,21,Male,Legacy
43,2020-08-30,158.86,2020-05-03,E-commerce,Store,21,Male,Legacy
44,2020-04-18,384.0,2020-01-26,E-commerce,Web,50,Female,Legacy
44,2020-08-21,70.78,2020-01-26,E-commerce,Web,50,Female,Legacy
44,2020-10-10,105.86,2020-01-26,E-commerce,Web,50,Female,Legacy
44,2020-09-20,67.68,2020-01-26,E-commerce,Web,50,Female,Legacy
44,2020-11-22,44.58,2020-01-26,E-commerce,Web,50,Female,Legacy
44,2020-09-13,208.57,2020-01-26,E-commerce,Web,50,Female,Legacy
44,2020-11-02,62.25,2020-01-26,E-commerce,Web,50,Female,Legacy
44,2020-08-18,83.83,2020-01-26,E-commerce,Web,50,Female,Legacy
45,2020-12-23,56.33,2020-06-21,Travel,Mobile,30,Male,Legacy
45,2020-09-07,72.72,2020-06-21,Travel,Mobile,30,Male,Legacy
45,2021-01-22,360.32,2020-06-21,Travel,Mobile,30,Male,Legacy
45,2020-08-16,272.01,2020-06-21,Travel,Mobile,30,Male,Legacy
45,2020-11-11,164.07,2020-06-21,Travel,Mobile,30,Male,Legacy
45,2021-06-11,46.55,2020-06-21,Travel,Mobile,30,Male,Legacy
45,2021-05-17,18.67,2020-06-21,Travel,Mobile,30,Male,Legacy
46,2020-09-21,120.37,2020-04-05,E-commerce,Web,53,Male,Legacy
47,2020-03-11,143.48,2020-03-01,Retail,Web,60,Male,Legacy
47,2020-03-12,120.03,2020-03-01,Retail,Web,60,Male,Legacy
48,2020-11-01,63.92,2020-06-28,Travel,Web,36,Male,Legacy
48,2020-07-27,16.15,2020-06-28,Travel,Web,36,Male,Legacy
48,2020-07-21,39.76,2020-06-28,Travel,Web,36,Male,Legacy
49,2020-12-28,44.38,2020-01-12,E-commerce,Web,60,Female,Legacy
49,2020-06-15,317.02,2020-01-12,E-commerce,Web,60,Female,Legacy
49,2020-05-27,119.27,2020-01-12,E-commerce,Web,60,Female,Legacy
49,2020-12-03,50.35,2020-01-12,E-commerce,Web,60,Female,Legacy
49,2020-12-12,410.21,2020-01-12,E-commerce,Web,60,Female,Legacy
49,2020-06-13,176.09,2020-01-12,E-commerce,Web,60,Female,Legacy
50,2021-02-02,258.12,2020-05-17,SaaS,Web,29,Male,Legacy
50,2020-07-17,325.58,2020-05-17,SaaS,Web,29,Male,Legacy
50,2020-12-28,40.12,2020-05-17,SaaS,Web,29,Male,Legacy
50,2020-06-16,18.06,2020-05-17,SaaS,Web,29,Male,Legacy
50,2020-11-22,8.23,2020-05-17,SaaS,Web,29,Male,Legacy
50,2021-02-08,140.59,2020-05-17,SaaS,Web,29,Male,Legacy
50,2020-05-28,188.48,2020-05-17,SaaS,Web,29,Male,Legacy
51,2021-06-10,252.14,2020-07-12,Travel,Web,28,Female,Legacy
51,2021-06-20,251.36,2020-07-12,Travel,Web,28,Female,Legacy
51,2020-09-03,132.62,2020-07-12,Travel,Web,28,Female,Legacy
51,2020-10-06,214.47,2020-07-12,Travel,Web,28,Female,Legacy
51,2021-03-29,30.11,2020-07-12,Travel,Web,28,Female,Legacy
52,2021-02-16,133.45,2020-11-22,Travel,Web,23,Female,Legacy
52,2021-09-20,191.98,2020-11-22,Travel,Web,23,Female,Legacy
52,2021-05-19,222.76,2020-11-22,Travel,Web,23,Female,Legacy
52,2020-12-04,24.35,2020-11-22,Travel,Web,23,Female,Legacy
52,2021-09-17,88.09,2020-11-22,Travel,Web,23,Female,Legacy
52,2021-03-26,29.19,2020-11-22,Travel,Web,23,Female,Legacy
52,2021-07-12,162.76,2020-11-22,Travel,Web,23,Female,Legacy
53,2020-12-11,86.71,2020-02-16,SaaS,Store,29,Male,Legacy
53,2020-05-08,239.23,2020-02-16,SaaS,Store,29,Male,Legacy
53,2020-12-08,14.75,2020-02-16,SaaS,Store,29,Male,Legacy
53,2020-08-12,30.19,2020-02-16,SaaS,Store,29,Male,Legacy
53,2020-12-09,546.53,2020-02-16,SaaS,Store,29,Male,Legacy
54,2021-07-09,309.97,2020-11-01,Retail,Store,44,Female,Legacy
54,2020-11-14,91.98,2020-11-01,Retail,Store,44,Female,Legacy
55,2020-12-19,56.55,2020-02-23,SaaS,Web,58,Male,Legacy
55,2020-09-30,29.86,2020-02-23,SaaS,Web,58,Male,Legacy
55,2021-01-27,207.99,2020-02-23,SaaS,Web,58,Male,Legacy
55,2020-09-18,34.31,2020-02-23,SaaS,Web,58,Male,Legacy
55,2021-02-15,174.52,2020-02-23,SaaS,Web,58,Male,Legacy
56,2021-08-28,133.0,2020-11-22,Travel,Web,42,Female,Legacy
56,2021-04-12,48.63,2020-11-22,Travel,Web,42,Female,Legacy
56,2021-07-18,76.05,2020-11-22,Travel,Web,42,Female,Legacy
57,2021-08-26,46.17,2020-08-30,Retail,Store,59,Female,Legacy
57,2021-06-07,37.51,2020-08-30,Retail,Store,59,Female,Legacy
57,2020-09-16,32.69,2020-08-30,Retail,Store,59,Female,Legacy
58,2021-01-18,92.92,2020-04-05,E-commerce,Store,20,Male,Legacy
58,2020-05-24,4.48,2020-04-05,E-commerce,Store,20,Male,Legacy
58,2020-04-08,62.29,2020-04-05,E-commerce,Store,20,Male,Legacy
59,2020-05-18,144.81,2020-04-26,E-commerce,Store,20,Female,Legacy
59,2020-06-25,144.97,2020-04-26,E-commerce,Store,20,Female,Legacy
60,2020-11-07,317.19,2020-09-06,E-commerce,Web,37,Male,Legacy
60,2020-10-04,25.19,2020-09-06,E-commerce,Web,37,Male,Legacy
61,2020-10-15,23.2,2020-10-04,Travel,Mobile,45,Female,Legacy
61,2020-10-07,21.73,2020-10-04,Travel,Mobile,45,Female,Legacy
61,2021-09-30,44.42,2020-10-04,Travel,Mobile,45,Female,Legacy
62,2020-03-19,101.44,2020-01-26,SaaS,Mobile,40,Female,Legacy
62,2020-11-08,221.75,2020-01-26,SaaS,Mobile,40,Female,Legacy
62,2020-05-18,444.18,2020-01-26,SaaS,Mobile,40,Female,Legacy
62,2020-03-03,18.46,2020-01-26,SaaS,Mobile,40,Female,Legacy
62,2020-09-11,61.12,2020-01-26,SaaS,Mobile,40,Female,Legacy
62,2020-07-09,57.75,2020-01-26,SaaS,Mobile,40,Female,Legacy
62,2020-07-25,24.59,2020-01-26,SaaS,Mobile,40,Female,Legacy
63,2020-11-04,46.13,2020-01-12,Retail,Mobile,20,Male,Legacy
63,2020-04-14,55.83,2020-01-12,Retail,Mobile,20,Male,Legacy
63,2020-09-20,137.42,2020-01-12,Retail,Mobile,20,Male,Legacy
63,2021-01-02,40.72,2020-01-12,Retail,Mobile,20,Male,Legacy
63,2020-08-13,131.64,2020-01-12,Retail,Mobile,20,Male,Legacy
64,2020-03-21,52.03,2020-02-09,E-commerce,Mobile,59,Male,Legacy
64,2020-03-16,58.48,2020-02-09,E-commerce,Mobile,59,Male,Legacy
65,2021-04-12,586.81,2020-10-18,Retail,Web,41,Male,Legacy
65,2020-12-17,57.78,2020-10-18,Retail,Web,41,Male,Legacy
65,2021-01-02,204.5,2020-10-18,Retail,Web,41,Male,Legacy
65,2021-01-11,113.89,2020-10-18,Retail,Web,41,Male,Legacy
66,2020-01-28,208.69,2020-01-26,Travel,Mobile,60,Female,Legacy
66,2020-06-02,503.99,2020-01-26,Travel,Mobile,60,Female,Legacy
66,2020-12-13,482.95,2020-01-26,Travel,Mobile,60,Female,Legacy
66,2020-09-30,38.37,2020-01-26,Travel,Mobile,60,Female,Legacy
66,2020-09-10,193.84,2020-01-26,Travel,Mobile,60,Female,Legacy
67,2021-03-10,71.69,2020-07-19,E-commerce,Store,57,Male,Legacy
67,2021-04-22,6.85,2020-07-19,E-commerce,Store,57,Male,Legacy
67,2021-02-05,61.22,2020-07-19,E-commerce,Store,57,Male,Legacy
68,2021-03-10,312.76,2020-05-03,Travel,Store,23,Male,Legacy
68,2020-09-13,92.38,2020-05-03,Travel,Store,23,Male,Legacy
68,2020-12-05,35.39,2020-05-03,Travel,Store,23,Male,Legacy
68,2020-07-08,300.83,2020-05-03,Travel,Store,23,Male,Legacy
68,2020-10-27,81.15,2020-05-03,Travel,Store,23,Male,Legacy
68,2021-01-04,208.13,2020-05-03,Travel,Store,23,Male,Legacy
68,2021-02-20,119.12,2020-05-03,Travel,Store,23,Male,Legacy
68,2020-12-23,72.16,2020-05-03,Travel,Store,23,Male,Legacy
68,2020-09-10,249.01,2020-05-03,Travel,Store,23,Male,Legacy
68,2020-08-22,131.73,2020-05-03,Travel,Store,23,Male,Legacy
69,2020-11-16,5.69,2020-06-28,SaaS,Mobile,37,Male,Legacy
69,2020-09-04,45.06,2020-06-28,SaaS,Mobile,37,Male,Legacy
69,2020-09-24,178.34,2020-06-28,SaaS,Mobile,37,Male,Legacy
70,2020-11-01,3.72,2020-11-01,Travel,Store,28,Male,Legacy
70,2021-07-01,67.56,2020-11-01,Travel,Store,28,Male,Legacy
70,2021-09-12,20.51,2020-11-01,Travel,Store,28,Male,Legacy
70,2020-11-25,19.42,2020-11-01,Travel,Store,28,Male,Legacy
70,2021-10-13,49.6,2020-11-01,Travel,Store,28,Male,Legacy
70,2020-12-20,8.23,2020-11-01,Travel,Store,28,Male,Legacy
71,2021-02-20,13.31,2020-08-23,Travel,Web,49,Female,Legacy
71,2021-03-17,145.42,2020-08-23,Travel,Web,49,Female,Legacy
71,2021-01-16,320.67,2020-08-23,Travel,Web,49,Female,Legacy
72,2020-09-10,272.04,2020-03-08,SaaS,Mobile,44,Female,Legacy
72,2020-07-18,127.29,2020-03-08,SaaS,Mobile,44,Female,Legacy
72,2020-04-09,307.21,2020-03-08,SaaS,Mobile,44,Female,Legacy
72,2020-05-15,155.55,2020-03-08,SaaS,Mobile,44,Female,Legacy
72,2020-05-26,438.3,2020-03-08,SaaS,Mobile,44,Female,Legacy
72,2020-09-14,49.55,2020-03-08,SaaS,Mobile,44,Female,Legacy
73,2021-01-02,9.46,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2020-10-04,159.84,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2020-10-05,94.36,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2021-08-31,95.11,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2021-06-20,71.47,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2021-01-21,396.91,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2020-10-26,43.04,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2021-06-24,57.1,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2021-04-27,494.69,2020-09-06,Retail,Mobile,38,Female,Legacy
73,2020-10-30,249.23,2020-09-06,Retail,Mobile,38,Female,Legacy
74,2020-10-12,329.37,2020-04-05,SaaS,Web,61,Female,Legacy
74,2020-11-22,71.84,2020-04-05,SaaS,Web,61,Female,Legacy
75,2021-07-18,499.56,2020-08-02,SaaS,Store,30,Female,Legacy
75,2021-05-27,79.51,2020-08-02,SaaS,Store,30,Female,Legacy
75,2021-01-07,64.0,2020-08-02,SaaS,Store,30,Female,Legacy
75,2021-06-27,88.19,2020-08-02,SaaS,Store,30,Female,Legacy
75,2021-03-14,1.83,2020-08-02,SaaS,Store,30,Female,Legacy
75,2020-08-15,21.43,2020-08-02,SaaS,Store,30,Female,Legacy
76,2021-01-04,8.69,2020-11-29,Travel,Web,39,Female,Legacy
76,2021-02-18,85.02,2020-11-29,Travel,Web,39,Female,Legacy
76,2020-12-10,225.7,2020-11-29,Travel,Web,39,Female,Legacy
76,2020-12-02,121.11,2020-11-29,Travel,Web,39,Female,Legacy
76,2021-01-10,156.38,2020-11-29,Travel,Web,39,Female,Legacy
76,2021-01-18,59.36,2020-11-29,Travel,Web,39,Female,Legacy
77,2020-08-28,269.58,2020-04-12,Retail,Web,52,Male,Legacy
78,2020-06-30,130.79,2020-02-23,E-commerce,Store,64,Female,Legacy
78,2021-02-14,185.25,2020-02-23,E-commerce,Store,64,Female,Legacy
