CustomerID,num_txns,purchase_span,num_days,avg_qty,total_spent,avg_spent,online_spent,offline_spent,avg_discount,num_coupons,category_diversity,common_month,base_clv,spent_bucket,discount_bucket,predicted_clv,segment
12621,20,76,33,3.5454545454545454,2434.21,73.7639393939394,35606.45,72000.0,21.515151515151516,10,7,6,120.25661282427915,Med,High,92.34432,Low Value
12625,24,63,58,3.206896551724138,5886.88,101.49793103448276,95787.05,165500.0,11.724137931034482,8,7,10,2210.850107350407,High,Low,1189.3517,High Value
12626,34,88,67,8.686567164179104,5100.25,76.1231343283582,103263.12999999999,178500.0,27.313432835820894,15,10,9,1772.9207477133061,High,Extreme,1081.9569,High Value
12637,26,40,75,1.6666666666666667,4378.81,58.38413333333334,61325.58,226500.0,29.6,11,10,9,99.83668439460766,High,Extreme,743.7467,Medium Value
12647,28,121,53,4.0754716981132075,3882.93,73.26283018867925,102046.42,138000.0,26.53846153846154,11,10,2,124.40426465702889,High,Extreme,238.70708,Low Value
12652,26,42,51,3.3137254901960786,2731.26,53.55411764705883,104303.90000000001,129000.0,19.41176470588235,11,10,8,379.03556631986964,Med,Mid,372.2823,Medium Value
12662,16,344,34,4.352941176470588,2969.7,87.34411764705882,103081.94,160500.0,21.515151515151516,10,8,12,660.6258766396845,Med,High,787.19586,High Value
12665,2,28,4,4.25,82.8,20.7,4391.63,10000.0,27.5,2,2,9,26.175348719097638,Low,Extreme,132.49701,Low Value
12668,38,153,74,2.891891891891892,6682.5199999999995,90.30432432432431,108776.34,186000.0,23.243243243243242,12,8,11,3137.231294499516,VIP,High,1280.8063,High Value
12681,88,258,223,2.2600896860986546,15419.82,69.14717488789238,390309.25,590000.0,20.36036036036036,26,15,7,2809.8920677597644,VIP,High,2872.3584,High Value
12682,68,309,127,1.811023622047244,12186.51,95.95677165354331,245578.56,428000.0,17.244094488188978,16,10,7,2490.8348883139365,VIP,Mid,2674.6836,High Value
12683,38,171,77,9.662337662337663,9876.2,128.26233766233767,165209.2,230000.0,15.714285714285714,11,9,4,1773.3004864582317,VIP,Mid,2011.8833,High Value
12691,8,121,15,1.2666666666666666,1320.62,88.04133333333333,26177.91,33500.0,16.666666666666668,5,3,10,146.42043567382618,Low,Mid,351.352,Medium Value
12708,21,179,33,5.151515151515151,2806.98,85.06,55319.439999999995,101000.0,24.242424242424242,9,7,8,506.87428667283547,Med,High,644.5042,Medium Value
12709,16,226,33,6.0606060606060606,3030.23,91.82515151515152,71159.81999999999,91000.0,20.90909090909091,15,9,10,740.484181930232,Med,High,781.36896,Medium Value
12712,27,318,47,1.3829787234042554,3743.1,79.64042553191489,74353.17,146500.0,20.638297872340427,12,8,12,618.7643752683284,High,High,774.23517,Medium Value
12720,26,271,65,3.4615384615384617,6810.07,104.77030769230768,120364.86,201000.0,27.076923076923077,14,11,3,1812.0231278461742,VIP,Extreme,1007.00397,High Value
12721,10,85,18,8.0,1944.75,108.04166666666667,44848.8,39000.0,10.0,6,7,7,316.67136649884634,Med,Low,379.65625,Medium Value
12725,14,1,24,33.125,4812.79,200.53291666666667,54219.18,72000.0,20.0,7,8,2,67.62932860862163,High,Mid,265.7743,Medium Value
12726,16,143,25,1.68,1912.64,76.5056,60216.54,85000.0,22.4,11,9,11,690.1645574994271,Med,High,798.0574,High Value
12731,38,217,62,18.080645161290324,12269.8,197.89999999999998,156110.6,194000.0,17.419354838709676,10,7,11,5918.42112691403,VIP,Mid,5442.7393,High Value
12735,18,114,43,1.5116279069767442,2890.57,67.22255813953488,69535.69,107500.0,14.883720930232558,11,8,7,1348.589339801833,Med,Low,584.15735,Medium Value
12744,34,1,56,6.535714285714286,9363.55,167.20624999999998,125787.71999999999,196000.0,10.0,6,8,10,4049.4542199691714,VIP,Low,3543.9792,High Value
12747,10,211,20,10.55,1729.8899999999999,86.49449999999999,41716.49,67000.0,25.789473684210527,8,8,5,317.33812565302,Med,Extreme,326.75378,Medium Value
12748,328,250,695,7.005755395683453,74601.36,107.34008633093525,1182404.71,2059500.0,19.98533724340176,31,17,4,237.38145035924933,VIP,Mid,11924.887,High Value
12753,20,88,52,2.6153846153846154,1979.47,38.06673076923077,59096.96,150000.0,20.0,5,6,5,30.83589530583232,Med,Mid,177.35216,Low Value
12763,8,1,16,2.4375,1080.69,67.543125,26353.8,64000.0,30.0,4,4,3,1.672069294887051,Low,Extreme,-160.3522,Low Value
12766,28,128,88,1.7954545454545454,4114.4,46.75454545454545,213506.36,237500.0,13.977272727272727,13,11,4,339.57491565216475,High,Low,498.49316,Medium Value
12775,7,10,13,2.230769230769231,1401.16,107.78153846153847,32726.260000000002,46500.0,30.0,5,5,12,264.9924961554315,Low,Extreme,608.7846,Medium Value
12779,15,323,42,2.3333333333333335,2355.47,56.08261904761904,114101.73,104100.0,28.095238095238095,7,7,9,759.7704575992287,Med,Extreme,572.5414,Medium Value
12782,32,124,56,3.0714285714285716,4045.21,72.23589285714286,127991.85,146000.0,17.857142857142858,11,8,10,742.2194456180108,High,Mid,850.15466,High Value
12793,11,182,24,2.5416666666666665,2315.97,96.49874999999999,52671.32,72000.0,20.0,7,8,8,333.68452568975596,Med,Mid,492.72363,Medium Value
12797,7,51,17,1.0588235294117647,355.34000000000003,20.902352941176474,27696.09,41000.0,15.0,6,5,4,3.4143352210635576,Low,Low,-82.6873,Low Value
12826,31,203,49,6.387755102040816,7699.88,157.1404081632653,96225.72,160000.0,21.428571428571427,14,7,11,2541.3814638423237,VIP,High,2825.9292,High Value
12829,6,124,12,1.5,1023.26,85.27166666666666,16552.99,14500.0,23.333333333333332,7,5,8,103.74873966026418,Low,High,212.71713,Low Value
12836,19,1,39,5.82051282051282,2884.55,73.96282051282051,83457.27,136500.0,30.0,7,8,12,2400.6410954136845,Med,Extreme,1500.7843,High Value
12839,23,96,37,2.891891891891892,3602.29,97.3591891891892,65464.58,66500.0,30.0,7,8,3,197.2908655547174,High,Extreme,244.33577,Low Value
12841,49,299,110,3.418181818181818,11711.93,106.47209090909091,248080.39,248800.0,19.63302752293578,18,10,2,2142.1943790950404,VIP,Mid,2436.0244,High Value
12853,12,16,23,1.8695652173913044,2015.76,87.64173913043479,65320.71000000001,90500.0,21.304347826086957,9,7,11,535.1259974705546,Med,High,543.4163,Medium Value
12854,23,3,36,1.2777777777777777,4590.74,127.52055555555555,84924.93999999999,124000.0,10.0,5,5,10,2259.4032377224366,High,Low,1115.2849,High Value
12867,24,1,58,5.293103448275862,3433.81,59.203620689655175,88893.84,29000.0,30.0,6,7,6,239.6844986670139,High,Extreme,184.153,Low Value
12868,19,307,46,2.1956521739130435,5419.639999999999,117.81826086956521,122854.16,163000.0,17.391304347826086,11,8,8,1219.9515777123265,High,Mid,1079.8938,High Value
12872,31,142,66,4.393939393939394,3794.47,57.4919696969697,126245.28,222000.0,18.75,12,10,4,413.37337929843517,High,Mid,484.26923,Medium Value
12877,11,77,17,1.1176470588235294,1355.09,79.71117647058823,30768.19,51000.0,28.235294117647058,6,5,6,51.69875983737446,Low,Extreme,57.951595,Low Value
12916,19,1,40,4.45,3916.58,97.9145,74854.0,120000.0,10.0,7,8,10,1012.6100563064472,High,Low,867.7301,High Value
12921,30,189,59,6.677966101694915,5963.99,101.08457627118644,139672.62999999998,163000.0,16.551724137931036,12,9,7,616.4339022203185,High,Mid,1057.9904,High Value
12931,2,4,2,1.0,19.38,9.69,3608.26,3000.0,30.0,2,2,6,0.5432319778232245,Low,Extreme,-41.459366,Low Value
12944,7,1,14,3.0,1017.77,72.69785714285715,35049.22,28000.0,10.0,4,5,7,103.03487491350174,Low,Low,-24.330963,Low Value
12947,25,286,36,1.5,4915.03,136.5286111111111,49335.08,102500.0,15.555555555555555,10,6,1,881.7735048779416,High,Mid,748.98505,Medium Value
12951,6,47,20,1.4,883.55,44.177499999999995,32362.7,56000.0,17.0,6,5,8,335.5285590297355,Low,Mid,77.142006,Low Value
12957,13,15,31,2.2580645161290325,891.63,28.76225806451613,39884.14,61000.0,10.64516129032258,7,7,7,3.3823091478047176,Low,Low,-19.373936,Low Value
12963,6,1,16,3.0625,592.91,37.056875,22247.379999999997,48000.0,10.0,5,5,4,5.246986464157313,Low,Low,-173.98337,Low Value
12967,10,143,19,1.2105263157894737,1452.08,76.42526315789473,29768.41,24500.0,14.210526315789474,6,4,1,36.40293880575701,Low,Low,-19.714252,Low Value
12971,31,324,47,3.1914893617021276,3963.39,84.32744680851063,82482.78,114500.0,17.391304347826086,16,11,8,743.4047112941289,High,Mid,640.71075,Medium Value
12980,4,70,6,24.0,1163.22,193.87,11115.93,16500.0,22.0,5,4,6,49.61780659730529,Low,High,165.58759,Low Value
12989,2,129,2,1.0,156.6,78.3,4750.22,6000.0,20.0,2,2,4,3.3462791341383653,Low,Mid,20.13087,Low Value
12997,7,18,18,4.944444444444445,794.51,44.13944444444444,35866.05,37500.0,20.0,5,6,11,235.3984335974612,Low,Mid,370.86047,Medium Value
13001,23,46,36,3.8055555555555554,2565.35,71.25972222222222,68561.44,110500.0,27.142857142857142,10,10,9,21.664025340724553,Med,Extreme,312.28046,Medium Value
13004,37,139,72,3.25,5588.5,77.61805555555556,151115.57,252000.0,23.194444444444443,11,9,11,1383.231445682115,High,High,1493.8634,High Value
13008,8,129,15,2.8,2103.55,140.23666666666668,20506.7,43000.0,29.333333333333332,6,5,9,726.4675539962134,Med,Extreme,535.75354,Medium Value
13021,6,56,8,10.25,1774.4899999999998,221.81124999999997,9067.59,25000.0,27.5,4,3,6,58.37212450965848,Med,Extreme,108.762634,Low Value
13047,26,351,44,3.977272727272727,3048.79,69.29068181818182,59107.58,195000.0,22.045454545454547,11,8,12,711.1642136703767,Med,High,922.4152,High Value
13050,60,275,103,2.8932038834951457,10409.81,101.06611650485436,226515.09,271500.0,21.45631067961165,16,9,6,1923.587717702342,VIP,High,2109.9392,High Value
13065,7,1,14,1.9285714285714286,1435.23,102.51642857142858,44214.82,42000.0,10.0,4,4,1,9.744222496156858,Low,Low,-42.039703,Low Value
13069,68,319,138,1.9275362318840579,8509.75,61.664855072463766,380098.75,438000.0,21.73913043478261,13,11,2,1642.6031675646773,VIP,High,1669.4072,High Value
13078,24,228,54,7.574074074074074,4112.0,76.14814814814815,100840.02,111500.0,25.37037037037037,11,7,6,449.40434136643347,High,Extreme,685.4027,Medium Value
13081,117,203,261,4.35632183908046,19576.4,75.00536398467433,361390.0,519000.0,13.822393822393822,19,12,7,1716.4002656468717,VIP,Low,1913.4081,High Value
13089,176,304,366,2.5327868852459017,27199.61,74.3158743169399,606173.29,1026500.0,22.258953168044076,25,14,7,4915.385061267329,VIP,High,5067.817,High Value
13090,9,257,13,2.6153846153846154,1329.28,102.2523076923077,31704.22,40000.0,15.384615384615385,8,6,1,128.20300473391038,Low,Low,200.58498,Low Value
13093,65,334,143,4.27972027972028,11879.72,83.07496503496503,192310.93,416000.0,20.55944055944056,24,14,7,2383.120853026516,VIP,High,2215.9092,High Value
13094,4,149,5,5.2,364.56,72.912,4075.41,15500.0,22.0,5,4,3,24.539984278642493,Low,High,33.293846,Low Value
13097,18,55,52,5.384615384615385,2915.43,56.065961538461536,70237.54000000001,108000.0,14.23076923076923,12,10,7,316.6402348379439,Med,Low,406.0792,Medium Value
13098,14,2,21,1.1904761904761905,2364.19,112.58047619047619,35334.93,42000.0,20.0,6,7,11,249.85268807794142,Med,Mid,464.32248,Medium Value
13102,54,251,93,1.8172043010752688,8497.24,91.36817204301074,183965.51,275500.0,20.43010752688172,18,9,8,1560.3590989503564,VIP,High,1555.0846,High Value
13107,10,21,23,6.478260869565218,2554.54,111.06695652173913,44193.340000000004,78500.0,20.869565217391305,9,8,8,22.364936165181092,Med,High,136.27548,Low Value
13113,29,264,62,40.225806451612904,20537.739999999998,331.2538709677419,136547.41,170500.0,17.666666666666668,16,11,10,5592.128297824175,VIP,Mid,5247.284,High Value
13115,2,116,2,4.5,242.12,121.06,3360.58,4000.0,15.0,2,2,4,27.74911872913373,Low,Low,52.13632,Low Value
13117,12,267,34,2.6176470588235294,2001.12,58.85647058823529,50859.71,79000.0,10.0,7,8,1,258.7352289324341,Med,Low,301.43204,Medium Value
13124,30,1,61,1.2459016393442623,4320.82,70.83311475409836,115856.5,213500.0,30.0,5,7,6,319.21557494164557,High,Extreme,432.4314,Medium Value
13126,18,141,32,2.28125,2224.09,69.5028125,82645.72,65500.0,18.4375,12,8,7,241.57059045086348,Med,Mid,411.19434,Medium Value
13138,7,1,14,1.5,1468.99,104.92785714285715,15374.560000000001,14000.0,10.0,3,4,1,4.990087095743051,Low,Low,-94.801445,Low Value
13141,16,20,32,3.5,3194.9,99.840625,40051.049999999996,81500.0,20.3125,8,8,11,397.1953951348333,High,High,718.2115,Medium Value
13148,78,210,130,1.4307692307692308,17809.85,136.99884615384613,435632.69,343000.0,18.153846153846153,14,10,11,4915.135543930181,VIP,Mid,5024.4355,High Value
13155,38,183,63,2.6031746031746033,5652.58,89.72349206349206,90341.56,157500.0,30.0,8,9,3,759.8086958460723,High,Extreme,702.5066,Medium Value
13162,25,15,40,2.775,3367.7599999999998,84.19399999999999,75541.59999999999,118500.0,20.0,5,6,8,41.285467497276834,High,Mid,332.43793,Medium Value
13174,124,256,242,3.28099173553719,21689.27,89.6250826446281,494737.29,968000.0,26.970954356846473,18,13,3,5367.248520816885,VIP,Extreme,5309.744,High Value
13198,39,165,77,1.7142857142857142,5469.49,71.03233766233765,173522.06,254500.0,13.289473684210526,12,10,10,1245.411967428423,High,Low,1145.2416,High Value
13199,14,259,16,2.0,1905.1200000000001,119.07000000000001,33921.19,46500.0,26.875,8,6,6,417.2980632016401,Med,Extreme,389.99753,Medium Value
13209,10,123,21,1.2380952380952381,343.87,16.374761904761904,36220.53,64000.0,23.80952380952381,6,4,5,39.0274536175602,Low,High,69.39886,Low Value
13225,5,75,12,4.333333333333333,449.86,37.48833333333334,21472.04,32000.0,13.333333333333334,6,5,7,77.97370065119225,Low,Low,100.68149,Low Value
13230,42,243,85,4.658823529411765,9669.9,113.76352941176471,142163.08,327000.0,15.411764705882353,12,10,10,3675.9614809154496,VIP,Mid,2798.982,High Value
13233,8,1,17,1.2352941176470589,1299.1,76.41764705882352,32526.64,28500.0,20.0,4,5,8,40.478973365675785,Low,Mid,4.5763383,Low Value
13246,18,16,40,1.625,2061.69,51.54225,82745.88,120000.0,21.0,9,9,8,11.533651802852402,Med,High,138.13342,Low Value
13267,26,149,46,24.804347826086957,16574.14,360.3073913043478,88571.55,93000.0,22.608695652173914,12,7,8,1502.7154154793054,VIP,High,1803.6047,High Value
13269,17,93,28,8.0,2902.24,103.65142857142857,54860.799999999996,76000.0,20.0,4,4,5,183.8632962616992,Med,Mid,386.1175,Medium Value
13280,39,106,78,2.8205128205128207,8257.6,105.86666666666667,55595.26,219500.0,20.0,9,10,11,2478.741857918292,VIP,Mid,3232.8318,High Value
13284,6,36,14,1.2857142857142858,759.89,54.277857142857144,26716.100000000002,35500.0,20.714285714285715,5,4,8,46.62855434573532,Low,High,50.12173,Low Value
13295,5,126,11,6.454545454545454,744.84,67.71272727272728,33002.86,35700.0,28.181818181818183,5,4,6,102.35962509362491,Low,Extreme,75.57038,Low Value
13310,12,30,29,4.758620689655173,2141.61,73.84862068965518,63256.57,80000.0,28.620689655172413,6,6,9,316.53833514759697,Med,Extreme,299.71768,Medium Value
13319,42,119,98,2.826530612244898,6227.05,63.541326530612245,153750.56,229000.0,10.612244897959183,9,9,7,424.1262376475046,VIP,Low,882.54877,High Value
13324,7,190,10,10.3,2008.3799999999999,200.838,18512.8,20000.0,20.0,3,3,5,810.3615889510922,Med,Mid,402.51123,Medium Value
13329,5,103,9,1.1111111111111112,577.38,64.15333333333334,22012.019999999997,17000.0,26.666666666666668,5,3,3,3.0444988944903844,Low,Extreme,-78.9296,Low Value
13369,11,87,19,1.3157894736842106,1603.7,84.40526315789474,35602.55,52000.0,10.0,4,4,4,86.29352868462048,Med,Low,1.4338372,Low Value
13370,23,67,44,2.9318181818181817,3074.7599999999998,69.88090909090909,40767.46,39800.0,17.954545454545453,10,9,2,89.83223691597536,Med,Mid,70.862755,Low Value
13396,10,43,16,1.625,2366.15,147.884375,22587.93,40500.0,10.625,7,6,10,154.64819675232638,Med,Low,282.2563,Medium Value
13408,42,330,78,13.333333333333334,7423.24,95.16974358974359,167688.72,242300.0,16.794871794871796,18,12,10,1175.3202505814347,VIP,Mid,1362.2266,High Value
13418,24,141,49,1.9591836734693877,3672.73,74.95367346938775,86833.96,160000.0,16.53061224489796,12,8,1,152.06912751286174,High,Mid,231.2824,Low Value
13426,12,56,32,3.15625,804.3000000000001,25.134375000000002,64834.520000000004,66000.0,22.8125,10,8,8,83.00083188304893,Low,High,164.26073,Low Value
13448,22,138,36,6.666666666666667,2298.16,63.837777777777774,48108.780000000006,133000.0,15.142857142857142,9,9,1,88.18536165931725,Med,Low,127.259476,Low Value
13455,19,152,36,2.5833333333333335,3009.35,83.59305555555555,77810.45999999999,90000.0,13.333333333333334,7,5,4,64.0158931871221,Med,Low,365.24197,Medium Value
13458,29,104,87,2.2758620689655173,3433.5299999999997,39.465862068965514,101979.35,247500.0,17.38095238095238,16,12,7,272.260500191584,High,Mid,552.4635,Medium Value
13468,38,334,79,14.594936708860759,8915.0,112.84810126582279,185443.6,280500.0,21.41025641025641,19,13,1,1746.2363970604492,VIP,High,1600.2316,High Value
13473,3,12,13,6.384615384615385,528.6800000000001,40.66769230769231,22492.17,45000.0,20.0,4,5,8,28.516779396800935,Low,Mid,-8.104273,Low Value
13488,76,274,149,4.825503355704698,11318.88,75.96563758389262,288256.01,413000.0,25.16778523489933,16,11,8,2241.9009807030766,VIP,Extreme,2230.0457,High Value
13491,22,321,42,3.4285714285714284,3988.1800000000003,94.95666666666668,93722.18000000001,124500.0,18.571428571428573,14,9,10,710.9338913603162,High,Mid,736.3481,Medium Value
13495,12,80,26,1.5384615384615385,1894.55,72.86730769230769,60717.7,66000.0,26.923076923076923,6,4,3,21.553036150145402,Med,Extreme,48.916794,Low Value
13496,11,18,27,5.2592592592592595,1431.18,53.00666666666667,33465.16,16500.0,30.0,5,6,6,6.281251704413336,Low,Extreme,-59.020157,Low Value
13506,21,289,29,3.6551724137931036,3335.76,115.02620689655173,93840.82,91500.0,21.03448275862069,7,6,2,452.37408080056275,High,High,632.40906,Medium Value
13520,20,233,31,2.225806451612903,3764.7,121.44193548387096,51549.27,66700.0,28.06451612903226,8,6,9,1236.583626275456,High,Extreme,845.07776,High Value
13534,23,147,52,4.730769230769231,3487.87,67.07442307692307,80936.42,160500.0,17.884615384615383,17,10,10,866.680349500912,High,Mid,801.51056,High Value
13564,40,114,82,2.5,6967.63,84.97109756097561,86521.89,184500.0,20.0,13,8,3,664.7049754906374,VIP,Mid,567.27966,Medium Value
13576,15,332,34,6.647058823529412,1983.21,58.32970588235294,67483.19,83500.0,13.235294117647058,10,6,7,343.6181991502518,Med,Low,276.81342,Medium Value
13584,16,1,24,1.4583333333333333,2849.45,118.72708333333333,62518.44,96000.0,30.0,5,6,12,3309.798748845864,Med,Extreme,1245.4448,High Value
13593,12,1,39,4.384615384615385,1788.43,45.857179487179486,70291.06,117000.0,20.0,7,8,8,140.42013382771765,Med,Mid,146.34433,Low Value
13599,17,161,30,1.0666666666666667,1476.54,49.217999999999996,53067.939999999995,53000.0,23.0,13,7,3,87.3657622664397,Low,High,181.60477,Low Value
13615,12,41,24,9.666666666666666,1871.68,77.98666666666666,30547.41,60500.0,10.416666666666666,7,7,10,809.0023686447313,Med,Low,303.30005,Medium Value
13629,5,142,8,1.75,1083.51,135.43875,23245.719999999998,26000.0,22.5,3,3,12,732.8342498137304,Low,High,785.5635,High Value
13649,6,1,15,3.933333333333333,486.07,32.404666666666664,40379.69,37500.0,10.0,6,7,4,17.72313584969744,Low,Low,-151.33517,Low Value
13659,32,1,62,1.8225806451612903,4186.96,67.5316129032258,136863.5,186000.0,10.0,7,7,10,311.6399587656802,High,Low,598.128,Medium Value
13668,31,225,61,1.8524590163934427,4401.14,72.14983606557378,121320.81999999999,213000.0,23.278688524590162,13,10,8,1532.4180465022034,High,High,814.9578,High Value
13672,3,5,6,1.3333333333333333,216.14,36.02333333333333,13678.44,21000.0,20.0,3,4,8,31.17575485380965,Low,Mid,19.85108,Low Value
13680,44,15,91,3.2857142857142856,5989.11,65.8143956043956,187482.75,182000.0,12.307692307692308,14,10,7,292.82154258381644,High,Low,437.526,Medium Value
13694,37,349,104,1.4615384615384615,5465.3,52.55096153846154,209063.46,328000.0,21.73076923076923,22,11,6,1089.8574629717566,High,High,1047.8774,High Value
13700,14,1,26,4.230769230769231,1283.58,49.36846153846154,31502.809999999998,65000.0,30.0,6,7,9,12.669318672362483,Low,Extreme,111.81718,Low Value
13715,48,196,100,2.72,6904.99,69.0499,101719.9,246500.0,13.333333333333334,14,10,7,571.7090372028431,VIP,Low,893.60614,High Value
13725,30,1,41,1.2195121951219512,4732.92,115.43707317073171,94358.55,184500.0,30.0,4,4,12,50.215504714108654,High,Extreme,1050.7766,High Value
13742,42,1,96,5.208333333333333,8242.94,85.86395833333334,353473.43,336000.0,10.0,10,11,10,106.20494980144333,VIP,Low,1116.4038,High Value
13756,8,85,16,2.875,1674.43,104.651875,11390.02,23500.0,30.0,5,5,6,129.06408361590732,Med,Extreme,144.70384,Low Value
13758,18,215,33,1.8181818181818181,2027.1,61.42727272727272,101357.52,121000.0,12.727272727272727,8,5,1,88.46595846706744,Med,Low,220.34846,Low Value
13764,29,1,69,1.4202898550724639,3984.48,57.74608695652174,47007.99,119500.0,10.0,8,9,7,510.1527334186486,High,Low,389.19318,Medium Value
13767,37,225,73,2.8219178082191783,5142.18,70.44082191780822,111477.7,225500.0,18.08219178082192,19,10,1,278.04667538396546,High,Mid,515.88824,Medium Value
13769,21,197,32,3.125,3330.01,104.0628125,50158.329999999994,84000.0,28.4375,9,7,9,403.67866622932667,High,Extreme,824.27527,High Value
