Customer ID,frequency,recency,T,monetary_value,CLV_BGNBD,Units Sold,Revenue,CLV_Linear,CLV_DecisionTree,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost
57,1.0,32.0,308.0,9.66,1.8846914976556457,12,22.67,3.1796355231685856,2.702571422589245,1.8769915,2.1683148377548713,1.9723322158505345
59,3.0,216.0,311.0,11.973333333333334,8.101639817544658,22,54.62,8.500223737330163,8.101639817544658,8.097583,8.306696560816407,8.526592139889088
60,2.0,34.0,252.0,27.29,9.795612749008495,15,81.26,11.922576515603996,9.795612749008495,9.761178,10.170138658324777,10.205209869199013
62,0.0,0.0,142.0,0.0,,5,9.46,2.160889631885696,1.0625347642413732,1.7339175,1.7723805478866512,1.860645282645737
64,2.0,454.0,678.0,18.68,4.722763031605937,12,42.08,3.358118185699943,4.722763031605937,4.656851,4.5187598822420565,4.551752862661409
71,4.0,238.0,326.0,10.22,8.66882305500321,24,52.39,8.717089437602677,8.66882305500321,8.59426,8.660364897985676,8.777169830162965
75,1.0,21.0,153.0,11.75,4.312959494857283,8,24.71,5.734230108336353,3.777356691429926,4.2356253,4.496250563811098,4.22555771710649
76,6.0,478.0,721.0,15.493333333333334,8.99337929857183,29,110.66,11.092457913684798,8.99337929857183,9.049714,9.04880699827087,9.356778688510248
77,0.0,0.0,657.0,0.0,,5,11.59,-5.0696600328027595,0.32077864027662517,0.1790657,0.13384892909038967,0.21855076527403128
79,1.0,1.0,351.0,6.17,0.9545729666214889,9,14.68,1.232301418061574,0.9545729666214889,0.9538703,0.7891429865912417,1.0715803690715235
80,0.0,0.0,671.0,0.0,,5,23.52,-4.314197246657684,0.31599932901172306,0.12916777,0.10459294751057749,0.26056638256380626
81,0.0,0.0,333.0,0.0,,3,4.7,-1.004141093509416,0.6878891425254019,0.7462174,0.642232301943242,0.587863833448294
87,0.0,0.0,196.0,0.0,,4,18.15,2.0624954480322315,1.0625347642413732,1.1749551,1.1809878754006355,1.0449415269693052
91,1.0,214.0,680.0,10.42,1.2086062566534403,8,15.86,-1.835100524534858,1.1575654506464224,1.3952518,1.1845287254573167,1.2351810470862628
93,1.0,78.0,412.0,12.22,1.8764917681226259,12,37.56,3.450370094269359,1.8764917681226259,1.76283,1.747318344671009,1.752915436345102
96,0.0,0.0,468.0,0.0,,5,14.09,-2.1529604047781854,0.6071638539809521,0.32206446,0.3024179888701987,0.2947035211985085
99,6.0,518.0,549.0,25.538333333333338,21.124803202721438,38,165.55,19.725608609550132,21.124803202721438,21.1427,20.988272549931917,21.098574283171832
102,0.0,0.0,166.0,0.0,,5,11.35,1.9675309380732695,1.0625347642413732,1.3521461,1.5660489995100946,1.4169217139768397
104,2.0,9.0,99.0,16.439999999999998,13.06027893216652,15,42.05,9.347852213586282,13.06027893216652,13.058325,12.741215783041266,13.084927878605136
105,2.0,505.0,627.0,7.67,2.4420946443941345,10,28.71,1.683179741863471,2.5242375059883697,2.4553418,2.5029219933403914,2.4104919770639017
109,0.0,0.0,263.0,0.0,,4,9.77,0.4276100956565956,0.809695980654187,0.8208207,0.7482039370401014,0.5336736317205544
110,0.0,0.0,52.0,0.0,,5,13.1,3.746221108465371,2.820447678323929,3.5891466,3.2890836577648637,3.1038646035965094
112,0.0,0.0,101.0,0.0,,5,7.62,2.6025743567917194,2.32659064545856,2.5439315,2.326254678124299,2.17239982463805
114,0.0,0.0,190.0,0.0,,2,5.96,1.1328518526091793,1.0625347642413732,1.2751117,1.3965483303006638,1.0667096011204116
115,1.0,41.0,591.0,2.7,0.34871973261261513,10,8.75,-2.970590936797854,0.392823275481997,0.27710837,0.274992998506841,0.35787706309307055
117,0.0,0.0,37.0,0.0,,4,13.46,3.971483381351018,4.276645059846402,4.7301188,3.296554164291193,4.020613143760862
118,0.0,0.0,49.0,0.0,,3,6.89,3.25299799816711,2.820447678323929,3.6065187,3.3136419006022977,3.1038646035965094
119,0.0,0.0,188.0,0.0,,5,25.8,2.8100996003046426,1.0625347642413732,1.4424195,1.5406156093433325,1.0414105938029659
121,0.0,0.0,304.0,0.0,,5,13.95,0.19274904958222372,1.0228150522731139,0.6873647,0.6735739012947658,0.5072300468442821
125,1.0,16.0,287.0,8.46,1.7190299410938001,7,16.71,2.665716678188015,1.744642074639716,1.6189145,1.662028302559646,1.613718053618081
126,0.0,0.0,410.0,0.0,,4,19.28,-0.9224041350697094,0.6071638539809521,0.40878153,0.3371025257161474,0.40715463925181083
127,0.0,0.0,55.0,0.0,,5,10.94,3.5298963975301065,2.820447678323929,3.424244,3.083218852526448,2.980605734628056
128,0.0,0.0,434.0,0.0,,4,8.84,-2.1045034022753155,0.562158674561362,0.39860487,0.34396453518248676,0.42880368131658475
131,0.0,0.0,163.0,0.0,,3,8.89,1.7750196809967793,1.0625347642413732,1.3832861,1.6950412454958932,1.5270496043139596
133,2.0,202.0,415.0,15.334999999999999,5.344025075530965,11,34.83,4.896283928841962,3.82006287972205,5.0845127,5.637779546891235,5.391451500009016
135,1.0,39.0,359.0,15.39,2.2878688479526716,10,29.83,3.8140405316076764,2.2878688479526716,2.23965,2.1796432521047002,2.507056220074027
136,0.0,0.0,571.0,0.0,,6,32.97,-2.100067778133397,0.815340757509851,0.20931785,0.12744001392286683,0.29024104759410196
137,0.0,0.0,34.0,0.0,,3,13.77,4.020277428942275,4.276645059846402,4.7351255,3.296554164291193,4.020613143760862
139,0.0,0.0,166.0,0.0,,5,10.35,1.8873411105474642,1.0625347642413732,1.3521461,1.5660489995100946,1.4169217139768397
140,1.0,64.0,159.0,11.59,4.705816882216299,11,14.83,5.0913846139706855,4.705816882216299,4.6643233,4.688626030495875,4.852172125159042
141,0.0,0.0,351.0,0.0,,6,8.67,-0.8869371318453165,0.7496644682170794,0.58070815,0.40062920205888486,0.6224181718835835
144,0.0,0.0,121.0,0.0,,2,1.76,1.7876922970298665,1.0625347642413732,2.1367266,2.1335467790624563,1.895791713294967
148,0.0,0.0,690.0,0.0,,3,3.08,-6.264695948164671,0.2280781283679771,0.20351788,0.11695245408012277,0.2649854518009258
154,3.0,243.0,376.0,12.033333333333331,6.95561528070931,14,47.64,6.987128215836583,6.95561528070931,7.0718465,6.7497106391863,7.0517786902881845
155,0.0,0.0,35.0,0.0,,3,6.23,3.401274568237861,4.276645059846402,4.729533,3.3136419006022977,4.020613143760862
156,0.0,0.0,255.0,0.0,,3,16.19,1.038221795229732,0.809695980654187,0.8497862,0.7205293935912898,0.576230017057723
158,7.0,573.0,644.0,9.112857142857143,7.823229978479519,39,79.99,10.199452012876051,7.823229978479519,7.805681,7.534324090687906,7.945558684930617
159,0.0,0.0,7.0,0.0,,6,3.54,3.64550609193281,4.276645059846402,4.687607,3.2918311474610826,4.020613143760862
160,0.0,0.0,350.0,0.0,,3,8.04,-0.980623609290534,0.6878891425254019,0.64118,0.4570121211240654,0.6378977268835806
161,1.0,63.0,565.0,19.97,1.6190819929705311,9,22.25,0.9769315708321158,1.6190819929705311,1.5921512,1.5555951640807841,1.5740157218820752
162,3.0,229.0,259.0,13.973333333333334,11.002581606892663,15,53.19,9.33806942658768,11.002581606892663,11.125268,10.673353239016901,10.97487626948023
164,0.0,0.0,111.0,0.0,,3,16.77,3.1542367022118882,2.32659064545856,2.6183708,2.2320963075658478,2.16486338100599
165,1.0,6.0,54.0,13.31,8.31282895372696,7,15.55,6.550887838588102,8.31282895372696,8.313092,9.160201696463307,8.53049739268942
168,0.0,0.0,627.0,0.0,,3,9.28,-4.862110664434657,0.2280781283679771,0.2068169,0.12894482415477496,0.2619936357037531
169,2.0,333.0,620.0,9.620000000000001,2.623216720046714,10,36.7,1.8946652846687249,2.623216720046714,2.6022315,2.6671345021101134,2.617100174150765
170,2.0,61.0,568.0,13.969999999999999,1.5230809955519287,12,38.29,2.1465288515933643,1.5230809955519287,1.4425839,1.3735096831373335,1.6684515125546993
175,0.0,0.0,99.0,0.0,,4,3.59,2.2889729917611397,2.32659064545856,2.5501187,2.3337251846506284,2.17239982463805
177,2.0,77.0,177.0,11.16,7.387121011108741,11,26.15,6.4559090931708285,7.387121011108741,7.3949375,7.438813783265988,7.200151260960935
178,3.0,578.0,607.0,14.01,5.996061825839432,17,49.41,5.703861789584169,5.725772582438416,6.104062,6.086274553421953,5.962899199946441
179,2.0,319.0,527.0,8.305,2.7794819562061566,11,25.3,2.0876310799961977,1.7510484428614546,2.7882752,2.8952053487734046,2.703613720464765
180,2.0,12.0,568.0,34.56,1.9829922619707583,13,81.94,8.30843451875015,2.466001674485855,6.386011,5.032764229409315,2.987164316804092
181,2.0,337.0,513.0,18.595,5.889401099761012,13,52.61,6.035797989238409,5.889401099761012,5.7691784,5.956080687113673,6.020855120270688
182,2.0,458.0,619.0,14.91,4.27473034789306,11,49.870000000000005,4.3045380297915825,4.27473034789306,4.1644025,4.468687943725994,4.2064286879279145
187,1.0,126.0,438.0,12.51,2.062898510797969,10,34.88,3.0876113883102754,2.006212022369716,2.154196,2.1149196794694354,1.853011746433877
188,2.0,390.0,420.0,8.95,3.8951508576218887,17,41.4,5.45239449452469,3.8951508576218887,3.8860946,4.0946108789150975,4.302883088626842
190,4.0,194.0,697.0,11.16,1.661866542594555,20,55.370000000000005,3.473460305564786,1.661866542594555,1.6259624,1.8054311233595144,2.1261417723853446
191,1.0,285.0,361.0,19.15,4.6736254538015185,8,39.16,6.166004641116535,5.189651018644002,5.016321,4.637923050093326,4.9778802455752
192,4.0,435.0,577.0,11.6475,6.369841294643793,22,58.18,6.653049000684039,5.306065796383339,6.1956344,6.328223285481376,6.451209600305203
193,0.0,0.0,202.0,0.0,,5,5.29,0.9642043815125914,1.0625347642413732,1.1767379,1.1506095700820502,1.0312800720370294
194,1.0,148.0,193.0,2.66,1.9110278682862485,8,14.61,3.6740098835297097,1.9110278682862485,1.9088843,1.6741650906093404,1.8813908152392003
195,0.0,0.0,372.0,0.0,,2,6.12,-1.469941906077863,0.6878891425254019,0.45832098,0.3999120331031581,0.487241120806857
197,1.0,31.0,63.0,2.74,3.0925257881891515,9,5.720000000000001,4.314404329016013,3.0925257881891515,3.0925078,3.266071932648727,3.075661172877929
198,0.0,0.0,446.0,0.0,,4,7.9,-2.3523405740676724,0.562158674561362,0.35849947,0.34396453518248676,0.4324471540163728
208,6.0,618.0,630.0,19.998333333333335,14.989094765793492,30,122.92,14.683264173356278,14.989094765793492,14.988844,14.826629621276753,14.428728456345194
210,0.0,0.0,210.0,0.0,,2,6.53,0.8911288311020567,1.0625347642413732,1.0001346,1.038762869581522,0.999436982302961
211,4.0,294.0,362.0,13.47,10.63668338414081,28,59.14,9.531880208308499,10.30267493457186,10.415841,10.696262290234555,10.324765901286293
213,0.0,0.0,707.0,0.0,,3,25.29,-4.727996418533841,0.31599932901172306,0.08594576,0.05427409953854052,0.2547732764508437
216,2.0,194.0,539.0,12.62,3.118252714240415,10,31.479999999999997,2.4105568481481296,3.118252714240415,3.0731475,2.906920544392956,3.180519279295478
218,0.0,0.0,115.0,0.0,,4,26.59,3.9033940462971977,2.32659064545856,2.1881657,2.737134146567073,2.0183994688725893
221,1.0,82.0,388.0,20.23,3.1163162309143213,10,36.730000000000004,4.825839416258636,3.1163162309143213,3.0838144,3.105175077429218,2.910061371625245
224,0.0,0.0,32.0,0.0,,5,10.64,3.8363853559487215,4.276645059846402,4.6844964,3.3061713940759683,4.020613143760862
225,0.0,0.0,126.0,0.0,,5,7.98,2.2721536657049692,1.0625347642413732,2.124804,2.1091194056265454,1.895791713294967
226,1.0,546.0,643.0,8.16,1.5695587161106133,9,20.17,0.2938383189970577,1.5695587161106133,1.5836251,1.6079209824436784,1.6209814586354865
227,0.0,0.0,151.0,0.0,,6,29.5,3.6577292074855285,1.0625347642413732,1.6203676,1.7103072563694124,1.7134993215690963
228,0.0,0.0,132.0,0.0,,3,14.2,2.6463460611138947,1.0625347642413732,1.7610884,2.0995021758417702,1.8593429445554133
229,1.0,219.0,594.0,9.04,1.3338378080631736,10,17.049999999999997,-0.6344672339752844,1.3338378080631736,1.3112165,1.3837917391006846,1.3183797351999589
235,0.0,0.0,453.0,0.0,,6,23.68,-1.1491870589868203,0.6489445261916096,0.32718205,0.3197383069307374,0.3435297176509957
238,2.0,95.0,114.0,8.805,8.274151541962084,13,29.85,7.451924944291448,8.274151541962084,8.301363,8.71433863741403,7.960373750068135
240,3.0,692.0,730.0,11.186666666666667,4.1940614999165495,14,41.980000000000004,3.4205285075795495,4.1940614999165495,4.227231,4.249633028653068,4.154387450210941
242,1.0,19.0,318.0,3.65,0.9157646766642717,6,10.67,1.0600037189632152,0.7496644682170794,0.9816389,0.9929333690536813,0.8424266662817006
243,0.0,0.0,327.0,0.0,,4,11.91,-0.32056358766804305,0.6878891425254019,0.63308626,0.6331499426467698,0.5375902351660615
244,2.0,79.0,265.0,12.9,5.726977278858976,12,41.629999999999995,6.7036579390821,5.726977278858976,5.7752028,5.807962789796111,5.584836257635571
248,3.0,118.0,303.0,14.676666666666668,8.262553688864637,17,48.94,7.983949968149191,8.262553688864637,8.255488,8.225487494723465,8.151958287961254
250,1.0,26.0,26.0,3.24,4.276645059846402,9,23.18,6.292675066150777,4.276645059846402,4.2768517,3.830738728026056,4.329772730162332
257,0.0,0.0,265.0,0.0,,4,22.57,1.4252967656672213,0.809695980654187,0.6858834,0.7390630398913575,0.4934156598895081
260,1.0,325.0,688.0,18.91,2.3145612239642013,10,50.269999999999996,2.548755262701534,3.6730532661190063,2.3423526,3.0505464794658,2.2644344390688937
262,2.0,149.0,194.0,9.395,6.587397368208648,15,56.89,8.842857053582124,6.587397368208648,6.6079383,6.16982868178752,6.688600223672018
264,0.0,0.0,236.0,0.0,,2,1.6,0.12213239124395425,1.0625347642413732,0.9033615,1.046177276085085,0.789353325691664
265,0.0,0.0,471.0,0.0,,4,19.22,-1.803880755471595,0.6071638539809521,0.25239193,0.30988849539652813,0.270129735590257
268,0.0,0.0,397.0,0.0,,3,4.51,-1.9391570749691818,0.562158674561362,0.44585955,0.34582933030119656,0.4536216740730614
271,0.0,0.0,303.0,0.0,,6,20.95,0.7876288858439695,0.809695980654187,0.43321666,0.6657035929410741,0.5071630851136186
272,15.0,317.0,360.0,14.339333333333334,38.19167440890915,71,221.92,31.530111772500348,38.19167440890915,38.18862,35.05213672485527,38.01061889583406
273,1.0,174.0,240.0,11.22,3.9433918173873352,7,16.3,4.429587319118825,4.925050420307457,3.6974888,4.092693362593238,3.9591678859762283
274,3.0,358.0,428.0,10.24,5.78875533397408,17,50.77,6.8343299467754814,5.78875533397408,5.9007607,5.541785482720761,6.048174938770041
275,0.0,0.0,323.0,0.0,,2,7.01,-0.6943664627476567,0.6878891425254019,0.65771496,0.6502376789578752,0.5655408870498295
280,3.0,22.0,262.0,9.5,3.563657931949708,14,42.54,6.833184268033606,3.563657931949708,3.5948136,3.913808191225334,3.9848489931581734
281,0.0,0.0,94.0,0.0,,3,22.36,3.846814377798448,2.32659064545856,2.540432,2.2636717153855437,2.20112413860034
282,0.0,0.0,563.0,0.0,,4,6.72,-4.12843722624959,0.2280781283679771,0.272734,0.1602823962458912,0.2569282018009904
283,0.0,0.0,684.0,0.0,,4,11.3,-5.500126716522234,0.32077864027662517,0.2318132,0.12126543098638094,0.2685866037097595
286,3.0,148.0,329.0,7.306666666666666,4.373317051285676,19,26.16,4.9341692028151405,3.993480339395231,4.2535906,4.26032733996448,4.054573430419544
287,0.0,0.0,689.0,0.0,,4,5.04,-6.073972842632984,0.2280781283679771,0.17115632,0.11695245408012277,0.2649854518009258
291,1.0,84.0,298.0,26.19,5.411008265819429,8,45.71,7.641342874890438,5.411008265819429,5.4392858,5.550489124654013,5.677167986397717
294,0.0,0.0,483.0,0.0,,6,9.07,-2.7519072739340853,0.4105308468223392,0.3460269,0.3062574921847098,0.2212398389426129
296,0.0,0.0,448.0,0.0,,7,21.53,-1.2305578999468274,0.6489445261916096,0.16510391,0.30893619519133747,0.369380042588924
297,0.0,0.0,206.0,0.0,,7,14.79,1.7068804632109102,1.0625347642413732,0.9482036,1.0201515259949676,0.9725448485762547
298,2.0,205.0,338.0,10.145,4.6597657992540436,15,22.73,4.399663731722402,4.6597657992540436,4.6870146,4.7236940533554925,4.769434372959209
299,0.0,0.0,101.0,0.0,,5,10.5,2.8335210600660385,2.32659064545856,2.5288415,2.326254678124299,2.17239982463805
301,0.0,0.0,248.0,0.0,,3,15.9,1.1155676733661397,1.0625347642413732,1.0223672,0.9216902623595814,0.7051734104388494
303,0.0,0.0,228.0,0.0,,4,9.74,0.9282090414252773,1.0625347642413732,0.8868077,1.0488935959011434,0.810572066407202
304,0.0,0.0,708.0,0.0,,4,19.05,-5.223573021033441,0.31599932901172306,0.1444189,0.0847538025509036,0.23140204996171576
305,2.0,116.0,238.0,9.52,5.403719520254986,14,39.24,6.639589013197936,9.778127828169252,5.5812063,5.492861453504597,5.444942274166831
309,0.0,0.0,121.0,0.0,,6,17.9,3.1586740429814335,1.0625347642413732,2.0371842,2.127579649071778,1.895791713294967
310,1.0,9.0,117.0,19.8,7.723126442395293,8,35.21,8.160066599690825,7.723126442395293,7.6721025,7.778962655143862,7.546314908006513
312,0.0,0.0,606.0,0.0,,5,3.32,-4.99988028728925,0.2280781283679771,0.21769159,0.12769967901033114,0.28923839008708097
317,0.0,0.0,132.0,0.0,,4,22.85,3.359167551633379,1.0625347642413732,1.68673,2.1397014304828277,1.961028225824096
319,1.0,125.0,348.0,15.46,3.2310484374365123,8,26.85,4.105422083377329,3.2310484374365123,3.2829294,3.1618833370467616,3.4277113437173745
321,2.0,208.0,314.0,15.8,7.398517397714148,13,45.85,7.36266371738551,7.398517397714148,7.4644885,7.489133656674711,7.664021697791792
322,7.0,232.0,287.0,20.344285714285714,30.4573117896074,34,157.23,21.40459490061557,29.590736416611385,29.01705,28.71174292849111,29.070975937799286
323,0.0,0.0,86.0,0.0,,6,16.24,3.528563569883053,2.820447678323929,2.6902115,2.3843579145173535,2.4826809107669083
328,1.0,4.0,672.0,14.76,0.604099061196681,7,21.35,-1.6727866675278635,0.604099061196681,0.60744405,0.7329974353582082,0.43514506657479846
329,0.0,0.0,582.0,0.0,,4,35.52,-2.0920298555433847,0.815340757509851,0.1316327,0.12264731340360399,0.3317924234451022
330,0.0,0.0,207.0,0.0,,3,13.63,1.5227707724360666,1.0625347642413732,1.0577427,1.0216751332704168,0.9715037064813092
335,2.0,496.0,543.0,5.59,2.1902893560114642,11,27.43,2.4749653540585466,2.1902893560114642,2.2320242,2.293758273538506,2.353498855913715
336,0.0,0.0,136.0,0.0,,4,26.91,3.6272520067487823,1.0625347642413732,1.8737901,1.8629761270638654,1.9389389674345
337,3.0,146.0,246.0,20.51,15.174540615099584,17,74.87,11.826297419945984,15.174540615099584,15.186105,15.172657103485067,15.198627234320057
338,0.0,0.0,608.0,0.0,,3,1.63,-5.202503182970077,0.2280781283679771,0.26195213,0.13517018553666052,0.27765276760187785
339,0.0,0.0,58.0,0.0,,4,22.42,4.388181451625561,2.820447678323929,3.375203,3.097224918008169,2.9779536690645214
340,1.0,13.0,280.0,41.64,6.570696866929297,9,65.28999999999999,11.312558720162215,6.570696866929297,6.567978,7.774612762327667,6.833107020042299
341,5.0,574.0,628.0,7.81,5.188687496529308,24,63.15,7.184667354712611,5.188687496529308,5.2087784,5.086942326618647,5.435060779781516
344,1.0,238.0,266.0,15.19,4.890501608408839,8,34.589999999999996,6.39362372864538,4.890501608408839,4.9056206,5.012281415888934,5.148480982801113
345,1.0,13.0,83.0,5.28,3.648679572901302,8,20.4,5.455228426915883,3.281457792046254,3.9931357,3.364106579246706,3.693527747011731
346,3.0,379.0,538.0,11.343333333333334,5.1025932259432425,17,43.31,4.906962601858061,4.957861576746136,4.4916153,5.077445045284651,4.831057899995054
347,0.0,0.0,69.0,0.0,,4,16.04,3.7184831792526647,2.820447678323929,2.9342492,2.2926118638342063,2.8405736797263055
349,1.0,5.0,331.0,3.27,0.7496644682170794,6,9.57,0.6667255933048035,0.7496644682170794,0.7294929,0.835128958118542,0.7426643722443504
352,0.0,0.0,285.0,0.0,,4,21.22,1.029609275310552,0.809695980654187,0.6492494,0.6791085896224182,0.5308561990473644
354,4.0,315.0,737.0,15.620000000000001,4.376642817661301,23,69.82000000000001,5.300730572645606,4.376642817661301,4.385311,4.410306471830643,4.765727007519479
355,5.0,274.0,402.0,14.163999999999998,11.873923127045025,26,84.5,11.670636401241815,11.873923127045025,11.95402,12.0226451719061,11.370932413226253
360,1.0,366.0,407.0,11.35,2.896839327961053,10,13.92,2.8092900644344283,2.896839327961053,2.9007103,2.9326091861932917,2.823774395596882
361,0.0,0.0,446.0,0.0,,5,4.86,-2.5769381673248537,0.562158674561362,0.34864008,0.33649402865615735,0.4324471540163728
363,0.0,0.0,708.0,0.0,,6,30.91,-4.234162701734855,0.815340757509851,-0.039177574,0.025501213851740773,0.2871428436144532
364,3.0,75.0,126.0,15.840000000000002,17.703602723012732,15,72.78999999999999,12.363657241504008,16.214640755520247,16.591768,16.42972534645133,17.145966575072844
365,0.0,0.0,188.0,0.0,,2,7.62,1.2947100886216996,1.0625347642413732,1.2768203,1.3965483303006638,1.039765372813374
366,1.0,29.0,149.0,22.08,7.602865279869923,7,32.25,7.854755701773136,7.602865279869923,7.60181,7.566602359033352,7.5121868521808715
369,0.0,0.0,415.0,0.0,,3,11.46,-1.640525874541983,0.562158674561362,0.4212677,0.34634468091155396,0.42403692470237075
370,1.0,37.0,183.0,30.43,8.706564855725066,8,39.4,9.160178106122196,8.706564855725066,8.676233,8.892027890713289,8.826730364979584
372,1.0,230.0,449.0,16.54,3.0874683970881494,5,26.49,3.2074915001417597,3.0874683970881494,3.0681567,3.221195840372262,3.2623783525329206
373,1.0,137.0,692.0,15.4,1.2842308343748832,8,20.62,-1.2904094852092776,1.2842308343748832,1.2782558,1.1375805537239,1.0821457949698363
376,2.0,626.0,650.0,15.795,4.570784019989347,12,67.65,6.210442074392378,4.570784019989347,4.549538,4.5929516982643595,4.81718588044897
378,7.0,698.0,701.0,11.695714285714287,9.427396497449712,29,92.78999999999999,11.157676298108242,9.427396497449712,9.416757,9.411027197123015,9.35659342547617
381,1.0,145.0,327.0,9.2,2.4209846755501654,8,24.81,3.464037077234254,2.4209846755501654,2.4589808,2.385438168484531,2.3013020933310226
382,0.0,0.0,240.0,0.0,,5,9.53,0.7580899261480258,1.0625347642413732,0.9801291,0.9407679942594478,0.801206643763007
389,2.0,48.0,369.0,8.2,2.065190803045034,10,28.259999999999998,3.298708104205333,2.065190803045034,2.099395,2.126814983572938,2.2554610544224714
391,3.0,200.0,598.0,12.36,3.161753839141327,18,70.74,5.5708617768341755,1.8991720976143576,2.6734283,2.4500652092762745,3.2783794981278453
392,3.0,561.0,619.0,15.666666666666666,6.494850712804347,16,67.65,7.126633308722401,6.494850712804347,6.535372,6.551971039766981,6.717835833964527
394,0.0,0.0,322.0,0.0,,1,4.14,-0.9293191890081438,0.6878891425254019,0.65448624,0.6674954636973313,0.5451022219720301
395,0.0,0.0,271.0,0.0,,4,7.06,0.09532317378292987,0.809695980654187,0.78658867,0.7352738479423097,0.5492632476685051
397,0.0,0.0,302.0,0.0,,3,18.71,0.5648367860822066,0.809695980654187,0.6725681,0.6810444078210952,0.4466668282040498
398,2.0,188.0,531.0,10.075,2.5817506524767753,12,29.0,1.9822046171200731,2.5817506524767753,2.6338,2.595464825374561,2.600776392091641
399,6.0,303.0,491.0,11.878333333333332,9.246361978244252,27,79.55,10.545116285447708,9.246361978244252,9.311258,9.327833015956287,9.500314770584746
400,5.0,570.0,593.0,11.418000000000001,7.796739021779499,22,67.79,8.505807921490852,7.796739021779499,7.8010573,7.7027032348885065,7.597822794145387
402,0.0,0.0,184.0,0.0,,3,15.4,1.9952526738330985,1.0625347642413732,1.3010589,1.3794605939895586,1.039765372813374
405,1.0,210.0,502.0,16.27,2.577991373971991,8,24.56,2.217702065397914,2.577991373971991,2.680252,2.6156397919823067,2.6527519939684914
406,0.0,0.0,562.0,0.0,,5,6.19,-4.137386791257158,0.2280781283679771,0.277407,0.1528118897195618,0.2808000612159196
409,0.0,0.0,152.0,0.0,,4,6.9,1.792708579399951,1.0625347642413732,1.745212,1.7872037636271483,1.6421108979763455
411,0.0,0.0,76.0,0.0,,3,5.57,2.759115274517324,2.820447678323929,2.7704227,2.309699600145311,2.4826809107669083
414,1.0,194.0,293.0,22.17,5.889216949158651,9,26.860000000000003,6.173025254803072,5.920826234100773,5.372294,5.28350225219056,5.883373888799952
